AccNum,Energy
NM_003943,-380.26
NM_182606,-24.26
NM_182502,-14.64
NM_000876,-68.19
NM_004262,-8.54
NM_014058,-13.8
NM_207407,-8.97
NM_001355570,-37.51
NM_022304,-598.53
NM_032750,-358.71
NM_001136566,-22.79
NM_001286139,-155.48
NM_001145017,-145.98
NM_181776,-38.09
NM_001349740,-164.15
NM_001557,-137.93
NM_001287395,-33.14
NM_007148,-67.48
NM_173549,-64.74
NM_001130514,-2.2
NM_001002912,-122.7
NM_001303100,-34.88
NM_057090,-361.5
NM_004314,-26.49
NM_001130016,-31.55
NM_053017,-223.51
NM_021071,-126.43
NM_024548,-22.33
NM_001287746,-196.15
NM_198723,-359.8
NM_003196,-67.89
NM_006756,-174.18
NM_032609,-30.5
NM_001318794,-89.89
NM_016561,-104.38
NM_207581,-96.77
NM_001407,-140.61
NM_005258,-47.23
NM_019604,-5.84
NM_001399,-104.09
NM_130444,-1.21
NM_016518,-132.25
NM_152612,-39.34
NM_001167940,-192.35
NM_144577,-244.43
NM_001321118,-138.96
NM_152549,-169.97
NM_001320816,-162.53
NM_152775,-31.82
NM_001282136,-218.2
NM_001323903,-14.76
NM_015210,-41.25
NM_144699,-105.23
NM_001256214,-104.93
NM_000702,-47.01
NM_001160233,-177.23
NM_001001663,-91.85
NM_001085429,-41.38
NM_001142290,-68.87
NM_030752,-107.73
NM_005918,-62.88
NM_012116,-19.62
NM_182965,-270.3
NM_001937,-5.17
NM_001292025,-338.27
NM_024040,-65.65
NM_016488,-36.98
NM_030627,-441.54
NM_001288819,-299.3
NM_014912,-80.14
NM_001159531,-79.99
NM_001145346,-10.73
NM_018079,-28.6
NM_000663,-336.02
NM_001142579,-61.89
NM_001005851,-14.8
NM_004477,-62.54
NM_001286820,-9.05
NM_001303126,-135.73
NM_001286174,-178.49
NM_001190241,-305.08
NM_014055,-247.27
NM_052957,-171.15
NM_001353568,-252.83
NM_001143960,-80.62
NM_001558,-34.19
NM_016287,-41.55
NM_007101,-112.58
NM_032815,-0.19
NM_001354975,-525.51
NM_145657,-23.31
NM_015270,-101.55
NM_032551,-79.5
NM_182751,-38.98
NM_003112,-92.76
NM_000628,-50.0
NM_001351985,-1372.99
NM_178326,-53.21
NM_001321287,-407.32
NM_001199241,-54.69
NM_021248,-331.22
NM_001281504,-252.0
NM_005169,-81.7
NM_003924,-106.03
NM_144648,-0.01
NM_006760,-6.68
NM_000186,-58.31
NM_133443,-48.8
NM_000270,-49.37
NM_001317335,-6.25
NM_144651,-40.95
NM_001710,-109.19
NM_001195243,-200.05
NM_001304732,-99.89
NM_004380,-97.71
NM_002687,-46.2
NM_001034842,-43.62
NM_003945,-36.54
NM_145230,-422.85
NM_002621,-80.13
NM_016470,-100.43
NM_015665,-57.22
NM_021175,-82.39
NM_001322299,-525.27
NM_001164442,-130.09
NM_001040455,-11.88
NM_004383,-329.27
NM_004160,-183.51
NM_015354,-4.39
NM_001198812,-1.49
NM_001319086,-353.63
NM_017420,-0.49
NM_175875,-151.04
NM_007374,-70.11
NM_018397,-229.4
NM_018666,-49.16
NM_001531,-54.84
NM_016932,-183.0
NM_005413,-31.53
NM_152755,-31.71
NM_005467,-35.8
NM_014255,-253.23
NM_001103176,-46.89
NM_018055,-20.71
NM_005659,-54.97
NM_001358416,-98.49
NM_152643,-3.21
NM_018200,-131.52
NM_006339,-23.0
NM_001199286,-197.37
NM_001271886,-217.16
NM_018438,-90.61
NM_004411,-152.04
NM_001025300,-180.17
NM_001104629,-69.11
NM_001101337,-15.57
NM_017445,-9.58
NM_003898,-50.06
NM_134442,-112.61
NM_173801,-45.43
NM_001025266,-112.91
NM_031939,-100.91
NM_001037666,-69.79
NM_001321917,-107.21
NM_001161344,-40.03
NM_001017978,-55.05
NM_033318,-29.96
NM_145702,-249.65
NM_001040709,-169.65
NM_001145664,-38.54
NM_173587,-199.85
NM_213594,-97.47
NM_198074,-90.58
NM_000484,-104.24
NM_001330195,-326.97
NM_015080,-282.09
NM_001135659,-499.79
NM_134428,-60.01
NM_001017964,-18.27
NM_001010867,-0.0
NM_001321057,-1.76
NM_001354895,-184.37
NM_199337,-13.73
NM_002940,-156.9
NM_003366,-115.44
NM_001324136,-148.34
NM_003399,-73.33
NM_003365,-16.23
NM_001005473,-40.12
NM_000821,-47.83
NM_173462,-48.42
NM_017750,-73.88
NM_001355194,-326.1
NM_014205,-22.21
NM_003198,-25.82
NM_006559,-144.77
NM_006558,-262.3
NM_001350622,-137.36
NM_017953,-51.75
NM_000233,-24.67
NM_022489,-69.25
NM_001089591,-8.03
NM_001113324,-143.14
NM_178191,-33.23
NM_022761,-118.64
NM_025150,-16.65
NM_001197293,-56.09
NM_001197294,-91.92
NM_001199080,-211.62
NM_198699,-3.24
NM_198692,-0.11
NM_181688,-0.55
NM_000597,-62.71
NM_001013398,-50.98
NM_003011,-201.43
NM_001319193,-19.71
NM_001553,-4.63
NM_001552,-157.21
NM_000599,-290.22
NM_000104,-169.05
NM_004623,-35.46
NM_016951,-63.05
NM_001011724,-303.37
NM_001042376,-13.87
NM_000165,-75.23
NM_021954,-77.17
NM_005161,-170.71
NM_005266,-42.33
NM_001031680,-109.7
NM_005267,-10.54
NM_004391,-110.64
NM_001011700,-17.54
NM_016604,-109.09
NM_015852,-367.72
NM_001331097,-243.0
NM_018433,-157.8
NM_001348281,-39.37
NM_021115,-76.03
NM_001352379,-191.41
NM_001145303,-54.34
NM_001042549,-1.19
NM_001127198,-135.54
NM_001160364,-155.54
NM_015957,-60.48
NM_138691,-182.18
NM_080751,-2.44
NM_001080532,-17.82
NM_003931,-373.83
NM_001318966,-113.92
NM_003907,-123.17
NM_152468,-182.72
NM_020365,-99.77
NM_001414,-103.41
NM_004157,-126.99
NM_002736,-110.85
NM_032121,-20.38
NM_006472,-87.17
NM_003775,-22.48
NM_001195432,-110.66
NM_001320598,-133.19
NM_014714,-166.77
NM_001193341,-26.88
NM_001286488,-77.44
NM_014051,-84.59
NM_022725,-7.87
NM_001164000,-388.53
NM_031924,-83.41
NM_080860,-91.31
NM_021922,-93.52
NM_001013615,-46.57
NM_001195528,-65.41
NM_001098808,-165.93
NM_001329851,-259.28
NM_173076,-62.88
NM_003030,-46.58
NM_001007794,-135.93
NM_001018113,-69.83
NM_005666,-14.71
NM_001350159,-168.67
NM_013943,-147.33
NM_001114086,-26.05
NM_030948,-146.16
NM_181303,-152.48
NM_080672,-163.14
NM_001100164,-100.69
NM_001165252,-0.15
NM_001123387,-0.71
NM_001272077,-53.73
NM_001242597,-166.38
NM_001671,-129.56
NM_080912,-101.12
NM_018342,-172.67
NM_018273,-140.46
NM_000210,-116.04
NM_032928,-16.96
NM_018295,-75.5
NM_006085,-56.0
NM_001142930,-74.18
NM_024036,-161.34
NM_145307,-127.01
NM_175873,-162.22
NM_001193489,-127.86
NM_023016,-89.37
NM_001105576,-16.1
NM_005328,-123.48
NM_001144064,-0.0
NM_001242524,-52.01
NM_014077,-11.55
NM_001199280,-60.09
NM_001316331,-133.82
NM_020444,-147.69
NM_005371,-11.35
NM_001039112,-61.21
NM_001329394,-254.9
NM_001293083,-26.74
NM_001202409,-262.04
NM_001330640,-178.95
NM_001282400,-466.01
NM_152240,-220.41
NM_144723,-30.1
NM_019103,-89.67
NM_024645,-55.39
NM_017914,-8.58
NM_152482,-28.74
NM_001080416,-215.55
NM_022138,-102.91
NM_005126,-189.39
NM_002466,-161.23
NM_001098728,-59.65
NM_001282506,-44.44
NM_001349346,-38.73
NM_001349809,-199.33
NM_001291605,-187.58
NM_001278284,-157.85
NM_001269041,-274.09
NM_001015072,-223.55
NM_021089,-64.04
NM_020643,-52.29
NM_001079,-85.46
NM_001039783,-179.66
NM_003311,-16.33
NM_001323606,-682.97
NM_007346,-17.89
NM_014805,-91.45
NM_001253,-114.09
NM_001358661,-112.16
NM_001130963,-13.45
NM_001316307,-59.29
NM_018558,-2.55
NM_018890,-122.78
NM_016038,-114.86
NM_005772,-127.64
NM_014000,-26.09
NM_001354928,-356.73
NM_001030005,-46.34
NM_006651,-72.51
NM_014203,-113.45
NM_152610,-52.69
NM_001242837,-129.73
NM_013452,-68.72
NM_004679,-17.26
NM_025245,-138.66
NM_001346565,-287.56
NM_002586,-164.85
NM_006195,-33.18
NM_002585,-130.27
NM_000383,-89.64
NM_014548,-99.21
NM_022072,-67.84
NM_017755,-175.43
NM_018044,-29.47
NM_199044,-252.82
NM_024677,-220.89
NM_182543,-125.18
NM_001070,-194.33
NM_001013407,-28.19
NM_001010889,-27.27
NM_001320509,-119.89
NM_032599,-32.72
NM_023013,-25.07
NM_023014,-23.43
NM_001290254,-176.86
NM_001166292,-0.0
NM_000412,-15.88
NM_001083602,-227.05
NM_001012276,-11.82
NM_006351,-59.49
NM_020227,-72.67
NM_001004325,-0.72
NM_001300907,-288.08
NM_001286533,-216.47
NM_004584,-40.34
NM_020382,-23.47
NM_016570,-47.67
NM_198398,-37.14
NM_001297753,-298.25
NM_001031711,-110.47
NM_001349839,-158.35
NM_175060,-152.74
NM_022341,-7.39
NM_001288723,-117.34
NM_080742,-315.5
NM_054025,-176.03
NM_018340,-32.91
NM_153477,-89.54
NM_001305626,-955.1
NM_005184,-165.4
NM_016630,-157.61
NM_006888,-110.56
NM_178171,-32.15
NM_018530,-62.09
NM_031415,-287.56
NM_001166237,-312.2
NM_004403,-134.41
NM_006952,-33.47
NM_001346810,-34.87
NM_005030,-73.12
NM_004746,-209.82
NM_014467,-136.16
NM_001146015,-74.59
NM_001242810,-335.96
NM_021038,-505.83
NM_144778,-225.09
NM_001170704,-159.9
NM_004073,-116.1
NM_130786,-16.16
NM_006622,-82.77
NM_007280,-23.05
NM_004155,-59.91
NM_173872,-187.32
NM_004366,-102.53
NM_000083,-24.48
NM_153350,-191.33
NM_001287,-57.19
NM_005045,-80.83
NM_001127899,-218.12
NM_001830,-174.13
NM_015566,-28.02
NM_139199,-20.26
NM_001317951,-238.87
NM_058243,-75.52
NM_001348107,-151.56
NM_001173984,-115.75
NM_001080514,-22.9
NM_001304808,-285.82
NM_001291986,-921.96
NM_007371,-87.36
NM_005880,-40.35
NM_005147,-32.83
NM_001539,-89.22
NM_018602,-76.49
NM_005163,-254.74
NM_080685,-245.9
NM_002835,-37.06
NM_001330437,-117.36
NM_001302836,-170.89
NM_012333,-25.29
NM_001137549,-1.14
NM_003614,-6.05
NM_003857,-46.12
NM_001480,-258.44
NM_007124,-17.66
NM_017816,-90.89
NM_022843,-124.34
NM_003956,-3.82
NM_206967,-84.16
NM_145729,-58.51
NM_016504,-6.34
NM_001161529,-103.95
NM_004010,-192.17
NM_001318485,-41.01
NM_014117,-215.62
NM_014180,-11.87
NM_020759,-18.21
NM_174912,-36.6
NM_080491,-51.66
NM_001081573,-27.83
NM_001297658,-360.27
NM_001145054,-115.74
NM_001099334,-56.15
NM_001162483,-49.6
NM_001353546,-338.82
NM_002523,-92.02
NM_004132,-23.06
NM_001193552,-47.13
NM_152677,-187.72
NM_001320329,-417.53
NM_032013,-41.05
NM_001130487,-187.69
NM_181877,-98.84
NM_001039465,-127.45
NM_005626,-192.99
NM_001031684,-88.11
NM_006275,-79.39
NM_001078166,-81.64
NM_001348451,-187.12
NM_003017,-49.76
NM_024108,-1.79
NM_016459,-9.23
NM_001351234,-22.56
NM_003769,-77.2
NM_001798,-111.48
NM_001024594,-52.76
NM_018434,-240.43
NM_213589,-115.44
NM_016306,-103.93
NM_001258,-33.03
NM_172367,-138.6
NM_001184992,-57.6
NM_001031723,-69.52
NM_016271,-201.73
NM_007218,-191.09
NM_001354067,-40.24
NM_004935,-68.01
NM_024052,-68.31
NM_001136498,-50.42
NM_018464,-70.12
NM_001293,-34.71
NM_001278480,-96.4
NM_002438,-39.97
NM_173485,-302.87
NM_001321990,-36.53
NM_001324069,-145.44
NM_017896,-69.96
NM_001821,-33.51
NM_004118,-28.67
NM_015873,-25.78
NM_016535,-67.28
NM_001260,-267.07
NM_152478,-97.04
NM_001320371,-191.92
NM_001184717,-221.73
NM_001318002,-249.32
NM_032828,-81.68
NM_001204814,-151.84
NM_016089,-17.28
NM_001349726,-15.15
NM_018676,-262.65
NM_001174103,-2.5
NM_033082,-18.47
NM_001287758,-80.7
NM_001884,-86.52
NM_152344,-119.13
NM_002779,-285.86
NM_006549,-302.82
NM_032294,-72.43
NM_000092,-311.48
NM_019107,-19.34
NM_001307952,-68.62
NM_001198690,-71.0
NM_021817,-137.23
NM_019041,-50.3
NM_033054,-67.22
NM_012335,-34.64
NM_004998,-152.79
NM_015194,-157.32
NM_001080779,-103.99
NM_001130158,-204.62
NM_001256041,-90.29
NM_002087,-88.83
NM_016079,-65.84
NM_001350496,-658.98
NM_001001788,-56.41
NM_014672,-187.76
NM_152272,-246.4
NM_024591,-40.24
NM_004327,-403.19
NM_152678,-33.51
NM_170725,-58.32
NM_170753,-76.14
NM_006101,-62.83
NM_014181,-185.13
NM_001032377,-3.68
NM_025261,-6.68
NM_001199922,-107.83
NM_005523,-20.22
NM_018951,-2.64
NM_001143883,-12.53
NM_001725,-18.67
NM_001135789,-14.86
NM_181607,-7.99
NM_181612,-1.84
NM_001164261,-14.58
NM_001123068,-5.78
NM_001164262,-14.58
NM_020940,-175.6
NM_001099219,-1.07
NM_001354251,-170.1
NM_001190724,-104.94
NM_002380,-146.86
NM_001201461,-45.17
NM_145292,-69.67
NM_014347,-73.12
NM_001184739,-57.79
NM_182976,-75.34
NM_053006,-241.76
NM_001351775,-171.83
NM_001242797,-255.83
NM_001286495,-35.77
NM_025182,-148.74
NM_003130,-24.42
NM_024620,-94.97
NM_001323668,-653.63
NM_004562,-65.8
NM_021947,-33.7
NM_009587,-30.53
NM_001289166,-68.16
NM_001037163,-220.53
NM_001357678,-27.1
NM_006498,-32.46
NM_002305,-37.75
NM_003140,-26.84
NM_002307,-8.17
NM_001282761,-87.3
NM_006149,-70.34
NM_006681,-37.64
NM_018064,-264.71
NM_024595,-71.55
NM_014413,-78.85
NM_015666,-12.84
NM_004836,-141.2
NM_002759,-177.38
NM_003211,-102.91
NM_001013703,-38.22
NM_001116,-329.62
NM_021077,-235.18
NM_001432,-45.85
NM_001163735,-394.57
NM_001329755,-312.4
NM_001198950,-203.66
NM_182916,-44.77
NM_001247996,-139.4
NM_003887,-216.96
NM_017707,-77.32
NM_001318784,-87.11
NM_021934,-230.29
NM_002659,-94.23
NM_001136049,-5.55
NM_181535,-9.39
NM_013332,-114.15
NM_006446,-19.67
NM_001013653,-49.9
NM_019844,-57.9
NM_007030,-65.64
NM_001135217,-125.37
NM_001145862,-73.85
NM_004870,-76.77
NM_207119,-208.95
NM_002317,-198.3
NM_001320808,-276.07
NM_001080851,-33.47
NM_012163,-163.94
NM_144598,-86.8
NM_001167947,-57.18
NM_016591,-228.95
NM_006335,-8.45
NM_001097634,-272.07
NM_004751,-129.65
NM_001491,-233.37
NM_032521,-122.98
NM_001282463,-98.88
NM_153613,-51.32
NM_006532,-25.44
NM_005768,-62.25
NM_024830,-71.01
NM_001320862,-248.74
NM_021242,-876.41
NM_002641,-32.33
NM_004855,-123.94
NM_002642,-109.73
NM_173074,-66.36
NM_005795,-113.29
NM_004569,-47.41
NM_001123391,-37.84
NM_005482,-11.8
NM_004278,-6.22
NM_145167,-100.81
NM_176787,-130.59
NM_032634,-184.85
NM_016430,-153.87
NM_004204,-79.4
NM_002644,-61.78
NM_033198,-145.03
NM_030768,-57.7
NM_080476,-85.11
NM_018081,-125.44
NM_178517,-419.43
NM_001166304,-89.99
NM_001042616,-211.54
NM_025163,-102.08
NM_005893,-22.89
NM_001277199,-206.13
NM_006024,-71.71
NM_001195637,-0.0
NM_014604,-71.64
NM_015114,-50.51
NM_052924,-72.21
NM_018127,-47.94
NM_002543,-17.56
NM_198833,-54.95
NM_001303448,-125.98
NM_001195304,-104.41
NM_198515,-76.37
NM_001085447,-30.59
NM_001145641,-0.87
NM_001164399,-16.82
NM_001048265,-20.62
NM_001278549,-98.87
NM_001199579,-145.52
NM_001142386,-129.88
NM_001199898,-158.35
NM_006579,-60.67
NM_002612,-119.74
NM_005575,-240.97
NM_001631,-21.41
NM_002403,-70.29
NM_013336,-91.28
NM_018144,-74.38
NM_000478,-123.39
NM_032027,-96.38
NM_031940,-217.96
NM_078474,-10.35
NM_001328655,-2.94
NM_013239,-163.63
NM_004528,-178.5
NM_019006,-158.09
NM_001136033,-117.75
NM_001282905,-373.79
NM_021943,-186.62
NM_024699,-6.09
NM_001080467,-171.73
NM_080675,-18.08
NM_001145195,-66.71
NM_152264,-117.46
NM_001127257,-62.45
NM_001352691,-205.77
NM_018230,-23.65
NM_001351660,-245.16
NM_004588,-25.65
NM_153223,-39.39
NM_178463,-348.95
NM_032364,-89.79
NM_006180,-465.0
NM_001007156,-146.71
NM_001242481,-133.11
NM_001256024,-131.51
NM_020824,-191.47
NM_013238,-157.18
NM_001282290,-2.35
NM_015071,-229.64
NM_001007231,-114.28
NM_001025616,-172.61
NM_001167741,-48.08
NM_004815,-237.35
NM_001010000,-60.92
NM_005415,-184.9
NM_001005283,-13.15
NM_001195056,-97.26
NM_032867,-93.16
NM_002455,-37.76
NM_180991,-143.6
NM_024805,-44.49
NM_001858,-39.55
NM_001173488,-150.61
NM_007144,-62.73
NM_001003652,-224.66
NM_001085487,-6.07
NM_000942,-77.63
NM_015104,-64.31
NM_018036,-223.87
NM_005281,-58.18
NM_001718,-454.56
NM_021073,-168.57
NM_001347916,-217.6
NM_001201,-155.89
NM_001286099,-126.96
NM_006129,-106.09
NM_005282,-240.93
NM_001938,-335.25
NM_175911,-202.94
NM_001011663,-24.01
NM_024319,-122.37
NM_001355465,-335.96
NM_017673,-76.83
NM_005652,-1.87
NM_001277308,-26.68
NM_017489,-1.11
NM_018154,-76.97
NM_001282493,-25.18
NM_001282472,-25.18
NM_016013,-151.08
NM_001350919,-16.39
NM_001350920,-16.39
NM_181077,-35.97
NM_177433,-113.73
NM_001023567,-35.97
NM_001291540,-98.3
NM_001288780,-202.69
NM_001348372,-68.84
NM_170714,-70.33
NM_001305108,-45.93
NM_175732,-94.3
NM_014737,-57.9
NM_182663,-28.26
NM_032023,-46.44
NM_001143993,-31.56
NM_177532,-120.2
NM_001443,-35.22
NM_001350853,-252.07
NM_001144939,-19.69
NM_017838,-55.02
NM_080657,-33.75
NM_018346,-30.78
NM_006859,-20.32
NM_001270,-35.12
NM_138813,-65.51
NM_001271,-167.91
NM_015557,-74.96
NM_001273,-113.42
NM_017780,-201.77
NM_032221,-49.8
NM_001352127,-217.89
NM_001170629,-10.32
NM_000023,-22.44
NM_001350479,-166.46
NM_006366,-107.41
NM_006432,-38.25
NM_000271,-125.63
NM_006929,-165.88
NM_139320,-234.55
NM_172089,-48.96
NM_138376,-10.06
NM_173552,-277.74
NM_001310135,-385.07
NM_003314,-38.39
NM_001257407,-171.29
NM_003316,-363.76
NM_015040,-86.4
NM_020453,-44.09
NM_024616,-36.11
NM_015351,-210.0
NM_001288781,-76.54
NM_004058,-163.53
NM_001165928,-343.08
NM_001323955,-134.82
NM_001031703,-44.05
NM_025184,-33.26
NM_018100,-96.84
NM_001747,-175.46
NM_001330390,-90.88
NM_003714,-518.41
NM_014297,-38.58
NM_022114,-18.81
NM_207627,-68.3
NM_001348985,-241.32
NM_001282934,-37.74
NM_001199978,-127.57
NM_020360,-281.58
NM_020228,-93.23
NM_021105,-154.04
NM_022437,-37.55
NM_001242757,-299.95
NM_001330561,-146.37
NM_001258355,-81.68
NM_001012708,-6.84
NM_001242875,-19.71
NM_020675,-48.95
NM_005035,-28.69
NM_007033,-103.39
NM_001317033,-155.63
NM_000530,-11.22
NM_003447,-294.18
NM_001322042,-28.71
NM_001009999,-74.57
NM_152407,-40.58
NM_002669,-45.32
NM_001039948,-45.82
NM_001826,-37.68
NM_001323265,-69.88
NM_001143757,-177.59
NM_002525,-141.56
NM_181711,-33.98
NM_003536,-0.05
NM_001330684,-2.79
NM_018088,-201.78
NM_018292,-37.38
NM_004106,-2.43
NM_017589,-60.0
NM_001130914,-134.55
NM_006763,-14.84
NM_001731,-160.26
NM_003462,-0.08
NM_032214,-161.25
NM_144645,-136.18
NM_003865,-97.25
NM_173487,-114.45
NM_024592,-67.51
NM_001198793,-266.2
NM_001324323,-416.99
NM_024573,-91.89
NM_001289067,-61.83
NM_005088,-121.59
NM_030797,-101.08
NM_001353259,-304.81
NM_174924,-85.36
NM_004926,-362.81
NM_006887,-133.11
NM_001172688,-297.38
NM_207373,-8.07
NM_001291641,-199.88
NM_015044,-36.56
NM_032413,-116.96
NM_001314059,-283.11
NM_001350921,-2.14
NM_152565,-11.94
NM_144597,-11.35
NM_001321761,-112.58
NM_001291978,-91.34
NM_001318202,-57.68
NM_001281740,-79.85
NM_000673,-64.27
NM_001145140,-52.53
NM_000671,-23.97
NM_001306171,-37.57
NM_000297,-38.42
NM_001009944,-124.71
NM_006177,-224.58
NM_020435,-155.44
NM_005497,-107.44
NM_001160183,-72.27
NM_178445,-55.82
NM_002732,-1.63
NM_021199,-207.86
NM_001304349,-125.67
NM_002800,-23.93
NM_001242860,-98.78
NM_020799,-230.16
NM_001330716,-406.33
NM_001144932,-77.97
NM_001352450,-522.89
NM_003435,-159.82
NM_001289402,-221.38
NM_002793,-28.6
NM_033070,-12.6
NM_001242671,-49.42
NM_000494,-32.8
NM_001300750,-210.46
NM_015933,-23.75
NM_031219,-287.03
NM_006755,-13.9
NM_020456,-121.39
NM_001012417,-112.31
NM_002036,-257.5
NM_003212,-120.79
NM_152421,-58.95
NM_138774,-35.15
NM_080739,-74.51
NM_001358292,-211.28
NM_024535,-208.22
NM_144697,-292.17
NM_001281443,-1.34
NM_001282534,-31.2
NM_033310,-174.85
NM_003740,-176.5
NM_004823,-49.11
NM_005714,-72.09
NM_001040108,-86.53
NM_002245,-88.59
NM_021117,-4.14
NM_197964,-95.93
NM_001981,-17.49
NM_001350649,-127.59
NM_001303419,-62.57
NM_178556,-27.47
NM_144653,-73.8
NM_147161,-83.1
NM_003890,-0.0
NM_001160094,-191.3
NM_033305,-142.08
NM_001353891,-138.64
NM_001018088,-41.8
NM_017890,-43.64
NM_001159560,-103.37
NM_001080425,-98.11
NM_206915,-169.23
NM_001168399,-195.12
NM_001130042,-183.08
NM_004719,-127.64
NM_015231,-36.44
NM_015111,-115.27
NM_017854,-0.01
NM_030923,-20.96
NM_018475,-152.15
NM_032227,-138.14
NM_001003927,-85.95
NM_001287497,-169.11
NM_006495,-25.77
NM_003593,-6.82
NM_002158,-112.35
NM_013400,-227.89
NM_032316,-38.06
NM_152400,-106.55
NM_021110,-96.51
NM_001135924,-88.09
NM_000835,-56.59
NM_004297,-236.81
NM_001134407,-266.73
NM_007353,-104.13
NM_173546,-84.32
NM_001271863,-425.26
NM_001756,-30.45
NM_024654,-41.63
NM_016044,-79.61
NM_024333,-79.17
NM_212471,-161.22
NM_000593,-46.85
NM_022092,-25.67
NM_001310321,-273.65
NM_152474,-19.52
NM_002184,-135.02
NM_001256717,-194.81
NM_030962,-77.95
NM_001348291,-23.15
NM_006031,-47.24
NM_001142648,-69.75
NM_001276277,-148.63
NM_016167,-7.72
NM_001199954,-128.41
NM_002541,-66.03
NM_001286645,-323.13
NM_024529,-114.71
NM_001354199,-169.91
NM_175747,-72.74
NM_003007,-10.92
NM_003008,-0.27
NM_001427,-114.28
NM_001105558,-109.28
NM_003390,-115.11
NM_001190811,-150.4
NM_020364,-113.53
NM_020363,-94.92
NM_004081,-95.99
NM_176888,-6.77
NM_001005375,-113.53
NM_152546,-22.79
NM_016945,-18.83
NM_001284325,-260.42
NM_005504,-230.43
NM_173491,-11.96
NM_152379,-20.38
NM_153698,-13.19
NM_001351661,-109.74
NM_014067,-45.53
NM_001184742,-137.94
NM_003886,-24.04
NM_004857,-113.4
NM_004274,-52.2
NM_016377,-25.5
NM_001122956,-48.63
NM_001242903,-261.68
NM_001198656,-51.9
NM_004128,-61.03
NM_144505,-63.74
NM_006310,-74.36
