AccNum,Energy
NM_001017363,-0.5114
NM_000091,-0.49370229007633587
NM_001846,-0.529064039408867
NM_001845,-0.5364347826086956
NM_001004064,-0.2451
NM_003654,-0.5429565217391304
NM_004273,-0.5019814814814815
NM_004267,-0.5432242540904716
NM_024533,-0.35651505016722407
NM_001166395,-0.33465564738292014
NM_019886,-0.49727536231884056
NM_021615,-0.39021428571428574
NM_000887,-0.28330316742081446
NM_001272069,-0.46153846153846156
NM_001005205,-0.22643939393939394
NM_001098,-0.3372131147540984
NM_021958,-0.4313464991023339
NM_001242784,-0.3959302325581395
NM_005450,-0.5542560000000001
NM_001355387,-0.3459315589353612
NM_002210,-0.5416755319148936
NM_001282208,-0.5733624454148473
NM_003656,-0.5221754385964912
NM_002209,-0.35634057971014493
NM_001145808,-0.3044949494949495
NM_002126,-0.41463999999999995
NM_002514,-0.3689719626168224
NM_001318185,-0.29892617449664427
NM_001330176,-0.5606779661016948
NM_001319240,-0.42102536997885837
NM_000062,-0.3276975945017182
NM_001127217,-0.4480361173814898
NM_001297573,-0.37647234678624814
NM_002337,-0.538054054054054
NM_000586,-0.16916129032258065
NM_005585,-0.4664222873900293
NM_005904,-0.533359173126615
NM_018178,-0.2578548895899053
NM_001354811,-0.41549148099606814
NM_203437,-0.42463636363636365
NM_005902,-0.5320854271356784
NM_001350283,-0.49059602649006623
NM_003943,-0.519632701421801
NM_182606,-0.27864253393665156
NM_182502,-0.19974576271186442
NM_000876,-0.5162903225806451
NM_004262,-0.18757575757575756
NM_014058,-0.28512195121951217
NM_207407,-0.2522818791946309
NM_001355570,-0.2890495867768595
NM_022304,-0.3393432995194875
NM_032750,-0.4217408906882591
NM_001136566,-0.293419689119171
NM_001286139,-0.292992700729927
NM_001145017,-0.3388439306358382
NM_181776,-0.29495652173913045
NM_001349740,-0.41800429184549354
NM_001557,-0.30561776061776064
NM_001287395,-0.34
NM_007148,-0.3190332326283988
NM_173549,-0.4029838709677419
NM_001130514,-0.4072727272727273
NM_001002912,-0.4610344827586207
NM_001290030,-0.29460000000000003
NM_001303100,-0.40410112359550565
NM_057090,-0.4660997732426304
NM_004314,-0.3243781094527363
NM_001130016,-0.26179487179487176
NM_053017,-0.4983393501805054
NM_021071,-0.2971923076923077
NM_024548,-0.3210326086956522
NM_001287746,-0.34634969325153375
NM_198723,-0.47383545770567786
NM_003196,-0.42589430894308944
NM_006756,-0.48139211136890947
NM_032609,-0.44274285714285716
NM_001318794,-0.4364459930313589
NM_016561,-0.3548556430446194
NM_207581,-0.3469553805774278
NM_001407,-0.5644619422572179
NM_005258,-0.5025773195876289
NM_019604,-0.27939597315436243
NM_001399,-0.4989473684210526
NM_130444,-0.3094214876033058
NM_016518,-0.4218544600938967
NM_152612,-0.4392227979274611
NM_001167940,-0.4825670498084291
NM_144577,-0.36212005108556833
NM_001321118,-0.34951086956521743
NM_152549,-0.3054812398042414
NM_001320816,-0.4652850877192982
NM_152775,-0.3776136363636363
NM_001282136,-0.45211678832116786
NM_001323903,-0.2866666666666667
NM_015210,-0.26541322314049587
NM_144699,-0.2714853195164076
NM_001256214,-0.4667333333333334
NM_000702,-0.42275862068965514
NM_001160233,-0.45241900647948163
NM_001001663,-0.4114164305949008
NM_001085429,-0.3900947867298578
NM_001142290,-0.45919831223628693
NM_030752,-0.4389850746268657
NM_005918,-0.45384297520661154
NM_012116,-0.4787116564417178
NM_182965,-0.5286599664991625
NM_001937,-0.3223846153846154
NM_001292025,-0.49572649572649574
NM_024040,-0.4173705179282869
NM_016488,-0.3059512195121951
NM_030627,-0.31395086321381144
NM_001288819,-0.43299101412066754
NM_014912,-0.3564473684210526
NM_001177382,-0.4003
NM_001159531,-0.4778048780487805
NM_001190462,-0.4213
NM_001145346,-0.2855633802816901
NM_018079,-0.3044886363636364
NM_000663,-0.3670134874759152
NM_001142579,-0.2831267605633803
NM_001005851,-0.3249090909090909
NM_015059,-0.27899999999999997
NM_004477,-0.2770103092783505
NM_001286820,-0.22999999999999998
NM_001303126,-0.40509661835748795
NM_001286174,-0.4228427419354838
NM_001190241,-0.28865979381443296
NM_014055,-0.41375
NM_052957,-0.34079866888519134
NM_001353568,-0.3075303197353914
NM_001143960,-0.32357142857142857
NM_001558,-0.4468926553672316
NM_016287,-0.301375
NM_007101,-0.420763358778626
NM_001166692,-0.3455
NM_032815,-0.5164347826086957
NM_001354975,-0.4028038067349927
NM_145657,-0.522972972972973
NM_015270,-0.4770169491525424
NM_032551,-0.5111494252873563
NM_182751,-0.30644736842105263
NM_003112,-0.44339622641509435
NM_000628,-0.4569902912621359
NM_001351985,-0.3711778656126482
NM_178326,-0.38532019704433496
NM_001321287,-0.36476504534212695
NM_001199241,-0.30291139240506326
NM_021248,-0.5278061911170929
NM_001281504,-0.51925
NM_005169,-0.4891176470588235
NM_003924,-0.29191304347826086
NM_144648,-0.37568965517241376
NM_006760,-0.2673202614379085
NM_000186,-0.24347058823529413
NM_133443,-0.5663333333333334
NM_000270,-0.2838211382113821
NM_001317335,-0.45297709923664126
NM_144651,-0.4222388059701493
NM_001710,-0.39825396825396825
NM_153445,-0.2638
NM_153444,-0.264
NM_001195243,-0.5227354260089686
NM_001304732,-0.27479452054794523
NM_004380,-0.41480263157894737
NM_002687,-0.39578680203045685
NM_001034842,-0.37880733944954126
NM_003945,-0.42283582089552235
NM_145230,-0.45843006660323504
NM_002621,-0.36701754385964913
NM_016470,-0.373125
NM_015665,-0.3590494296577947
NM_021175,-0.34256024096385546
NM_001080507,-0.342
NM_001322299,-0.3728259430840503
NM_001164442,-0.44680288461538464
NM_001040455,-0.3677304964539007
NM_004383,-0.4598254364089775
NM_004160,-0.35556942277691106
NM_015354,-0.36086614173228343
NM_001198812,-0.1812781954887218
NM_001319086,-0.47776733254994125
NM_017420,-0.294375
NM_175875,-0.41450505050505054
NM_007374,-0.402831541218638
NM_018397,-0.5342883548983365
NM_018666,-0.33056179775280903
NM_001531,-0.3307662835249042
NM_016932,-0.5923664122137405
NM_005413,-0.17465798045602604
NM_152755,-0.30600985221674876
NM_005467,-0.3907177033492823
NM_014255,-0.4785298621745789
NM_001103176,-0.2868979591836735
NM_018055,-0.45612676056338025
NM_005659,-0.43095652173913046
NM_001358416,-0.4188760806916426
NM_152643,-0.3759649122807017
NM_018200,-0.29201451905626136
NM_006339,-0.5001785714285715
NM_001199286,-0.35692556634304207
NM_001271886,-0.37020679468242246
NM_018438,-0.4773684210526316
NM_004411,-0.4555968169761273
NM_001025300,-0.6533942558746736
NM_001104629,-0.3433922261484099
NM_001101337,-0.28444444444444444
NM_017445,-0.33286666666666664
NM_003898,-0.5836893203883495
NM_134442,-0.39162393162393166
NM_173801,-0.2716842105263158
NM_001025266,-0.5078153846153846
NM_031939,-0.34657360406091375
NM_001037666,-0.5371304347826087
NM_001321917,-0.37952908587257617
NM_001161344,-0.52875
NM_001017978,-0.284043321299639
NM_033318,-0.4726404494382022
NM_145702,-0.344529702970297
NM_001040709,-0.48549356223175966
NM_001145664,-0.28854545454545455
NM_173587,-0.5020286885245901
NM_213594,-0.2632879377431907
NM_198074,-0.2700865800865801
NM_000484,-0.5007333333333334
NM_022841,-0.3323
NM_001330195,-0.336841628959276
NM_015080,-0.623256227758007
NM_001135659,-0.35717184527584017
NM_134428,-0.21767441860465114
NM_001017964,-0.44576642335766425
NM_001010867,-0.546605504587156
NM_001321057,-0.28968
NM_001354895,-0.430383064516129
NM_199337,-0.4959230769230769
NM_002940,-0.33585635359116023
NM_003366,-0.3235434782608696
NM_001324136,-0.3844666666666666
NM_003399,-0.37941860465116284
NM_003365,-0.490896551724138
NM_001005473,-0.3508415841584159
NM_000821,-0.4306796116504854
NM_173462,-0.5199009900990099
NM_017750,-0.39735395189003436
NM_001355194,-0.3090282685512367
NM_014205,-0.4114594594594595
NM_003198,-0.473625
NM_006559,-0.4771641791044776
NM_006558,-0.5863545816733068
NM_001350622,-0.43424802110817945
NM_017953,-0.3649397590361446
NM_000233,-0.4808823529411765
NM_012364,-0.233
NM_001256854,-0.2581
NM_022489,-0.5105349794238683
NM_001195279,-0.266
NM_001089591,-0.31060000000000004
NM_001113324,-0.4526932668329177
NM_178191,-0.43015544041450776
NM_022761,-0.3501601830663616
NM_025150,-0.34882352941176475
NM_001197293,-0.41605150214592274
NM_001197294,-0.4826174496644295
NM_001199080,-0.46180385288966724
NM_198699,-0.3252307692307692
NM_198692,-0.2636551724137931
NM_181688,-0.2377777777777778
NM_000597,-0.5917272727272728
NM_001013398,-0.5024137931034482
NM_020862,-0.4006
NM_003011,-0.5044370860927152
NM_001319193,-0.26295081967213113
NM_001553,-0.35201492537313434
NM_001552,-0.5185679611650486
NM_000599,-0.38359267734553776
NM_000104,-0.40191235059760955
NM_004623,-0.4037967914438503
NM_024514,-0.45909999999999995
NM_016951,-0.40758893280632413
NM_001011724,-0.2862574595055413
NM_001042376,-0.41748427672955973
NM_000165,-0.3174193548387097
NM_021954,-0.42981617647058823
NM_005161,-0.3773406193078324
NM_005266,-0.34782786885245903
NM_001031680,-0.24597402597402598
NM_005267,-0.33633986928104576
NM_004391,-0.3768941176470588
NM_001011700,-0.3041830065359477
NM_012374,-0.2633
NM_016604,-0.5660333333333334
NM_015852,-0.2863176895306859
NM_001331097,-0.4170164917541229
NM_018433,-0.4675644028103045
NM_001348281,-0.3627064220183486
NM_021115,-0.46993243243243243
NM_001352379,-0.34846761453396524
NM_001145303,-0.4684051724137931
NM_001042549,-0.4357462686567164
NM_001127198,-0.5014285714285714
NM_001160364,-0.31063829787234043
NM_015957,-0.4101762114537445
NM_138691,-0.32492187499999997
NM_080751,-0.26513043478260867
NM_001080532,-0.2620111731843575
NM_003931,-0.4306616862326574
NM_001318966,-0.43363905325443786
NM_003907,-0.4209051724137931
NM_152468,-0.5220746887966805
NM_020365,-0.39244837758112094
NM_001414,-0.4189655172413793
NM_004157,-0.49039548022598867
NM_002736,-0.5818909090909091
NM_032121,-0.3577777777777778
NM_006472,-0.2781505376344086
NM_003775,-0.4554193548387097
NM_001195432,-0.28006479481641466
NM_001320598,-0.3560762331838565
NM_014714,-0.44058441558441563
NM_001193341,-0.45704142011834314
NM_003544,-0.3185
NM_001286488,-0.42153558052434453
NM_014051,-0.41942028985507246
NM_022725,-0.29717557251908394
NM_001164000,-0.3196464258262875
NM_031924,-0.4137299035369775
NM_080860,-0.4704850746268657
NM_021922,-0.5519649122807018
NM_001013615,-0.4942487046632124
NM_001195528,-0.5099183673469389
NM_001098808,-0.4423491379310345
NM_001329851,-0.3361685393258427
NM_173076,-0.31021875
NM_003030,-0.3634728033472803
NM_001007794,-0.30947463768115946
NM_001018113,-0.2555733333333333
NM_005666,-0.22497652582159625
NM_001350159,-0.3994901960784314
NM_013943,-0.4895064935064935
NM_001114086,-0.22859223300970877
NM_030948,-0.2902893890675241
NM_181303,-0.4502764976958525
NM_080672,-0.3804049295774648
NM_001100164,-0.4624080267558528
NM_001165252,-0.2869718309859155
NM_033032,-0.3718
NM_001123387,-0.27765100671140935
NM_001272077,-0.35604395604395606
NM_001242597,-0.45650655021834063
NM_001671,-0.32395999999999997
NM_080912,-0.309956043956044
NM_018342,-0.32135483870967746
NM_018273,-0.4517026378896883
NM_000210,-0.4955688622754491
NM_032928,-0.44458904109589037
NM_018295,-0.32251968503937006
NM_006085,-0.3209420289855072
NM_001142930,-0.4034432234432234
NM_001005169,-0.2122
NM_024036,-0.47211363636363635
NM_145307,-0.4707932011331445
NM_175873,-0.5643467336683418
NM_001193489,-0.4133791208791209
NM_023016,-0.60015625
NM_001105576,-0.4169032258064516
NM_005328,-0.24258620689655175
NM_001144064,-0.2211111111111111
NM_001242524,-0.30003355704697987
NM_014077,-0.3188028169014085
NM_001199280,-0.349320987654321
NM_001316331,-0.5036056338028169
NM_020444,-0.3992177589852009
NM_005371,-0.31013513513513513
NM_001039112,-0.2825490196078431
NM_001329394,-0.3712990527740189
NM_001293083,-0.34869999999999995
NM_001202409,-0.35731182795698924
NM_001330640,-0.44147505422993494
NM_001282400,-0.3223699802501646
NM_152240,-0.44829710144927537
NM_144723,-0.311044776119403
NM_019103,-0.3592022792022792
NM_024645,-0.3799593495934959
NM_017914,-0.5628682170542636
NM_152482,-0.4412426035502958
NM_001080416,-0.46557729941291587
NM_022138,-0.49403125000000003
NM_005126,-0.5346778042959427
NM_002466,-0.5451506849315069
NM_001098728,-0.2638356164383562
NM_001282506,-0.46530973451327434
NM_001349346,-0.4792090395480226
NM_001349809,-0.4509090909090909
NM_001291605,-0.37993138936535165
NM_001278284,-0.3448073394495413
NM_001269041,-0.40856955380577425
NM_001015072,-0.5106032906764169
NM_021089,-0.47730434782608694
NM_020643,-0.4203571428571428
NM_001079,-0.4349837133550488
NM_001039783,-0.3768048359240069
NM_003311,-0.36974358974358973
NM_001323606,-0.4399075215782984
NM_007346,-0.449625
NM_014805,-0.395565749235474
NM_001253,-0.35185365853658535
NM_001358661,-0.4479090909090909
NM_001130963,-0.41856164383561645
NM_001316307,-0.49985436893203883
NM_018558,-0.33999999999999997
NM_018890,-0.4588269794721408
NM_016038,-0.3896833773087071
NM_005772,-0.4665921787709497
NM_014000,-0.3738144329896907
NM_001354928,-0.49883116883116885
NM_001030005,-0.45262886597938146
NM_006651,-0.38518900343642615
NM_014203,-0.5180707395498393
NM_152610,-0.5239408866995073
NM_001242837,-0.5266134185303515
NM_013452,-0.36630094043887146
NM_004679,-0.378139534883721
NM_025245,-0.5098708010335917
NM_001346565,-0.3066732090284593
NM_002586,-0.5960377358490566
NM_006195,-0.4022685185185185
NM_002585,-0.32898756660746004
NM_000383,-0.5053531598513011
NM_014548,-0.39115264797507787
NM_022072,-0.29922360248447205
NM_017755,-0.49155925155925156
NM_018044,-0.4253672316384181
NM_199044,-0.4010933333333333
NM_024677,-0.4156470588235294
NM_182543,-0.28410112359550566
NM_001070,-0.47174698795180725
NM_001013407,-0.35805
NM_001010889,-0.38182795698924726
NM_001320509,-0.4592696629213483
NM_032599,-0.29715
NM_023013,-0.35123152709359606
NM_023014,-0.35668449197860963
NM_001290254,-0.3810035842293907
NM_001166292,-0.2757142857142857
NM_000412,-0.27249999999999996
NM_001083602,-0.3793877551020408
NM_001012276,-0.32957831325301207
NM_006351,-0.42066176470588235
NM_020227,-0.3254166666666667
NM_001004325,-0.41
NM_001300907,-0.31605371900826446
NM_001286533,-0.28425087108013936
NM_004584,-0.4749222797927461
NM_020382,-0.37639344262295077
NM_016570,-0.31008583690987124
NM_198398,-0.4518343195266272
NM_001297753,-0.471206675224647
NM_001031711,-0.5140136054421769
NM_001349839,-0.5250642673521851
NM_175060,-0.48408482142857145
NM_022341,-0.56544
NM_001288723,-0.4847560975609756
NM_080742,-0.4513227513227513
NM_054025,-0.4308519269776876
NM_018340,-0.38293838862559243
NM_153477,-0.42662460567823346
NM_001305626,-0.2697998903508772
NM_005184,-0.5116363636363636
NM_016630,-0.46876847290640394
NM_006888,-0.3900287356321839
NM_178171,-0.29311926605504585
NM_018530,-0.28706790123456793
NM_031415,-0.3222810590631365
NM_001166237,-0.46244084682440845
NM_004403,-0.37429561200923783
NM_006952,-0.3620634920634921
NM_001346810,-0.3996296296296296
NM_005030,-0.5034099616858237
NM_004746,-0.39872408293460926
NM_014467,-0.30196551724137927
NM_001146015,-0.29712933753943216
NM_001242810,-0.354873046875
NM_021038,-0.357998678996037
NM_144778,-0.2686914893617021
NM_001170704,-0.35523809523809524
NM_004073,-0.547669616519174
NM_130786,-0.3794444444444444
NM_006622,-0.4289642857142857
NM_007280,-0.414625
NM_004155,-0.38657657657657657
NM_173872,-0.3276934749620637
NM_004366,-0.5309558823529411
NM_000083,-0.3512299465240642
NM_153350,-0.5740654205607476
NM_001287,-0.5650952380952381
NM_005045,-0.5067307692307692
NM_001127899,-0.35580296896086366
NM_001830,-0.4071320754716981
NM_003543,-0.2709
NM_015566,-0.3168586387434555
NM_139199,-0.33425806451612905
NM_001317951,-0.3631471389645777
NM_058243,-0.3408695652173913
NM_001348107,-0.4270945945945946
NM_001173984,-0.5521923076923076
NM_001080514,-0.4970512820512821
NM_001304808,-0.5869174311926606
NM_001291986,-0.4372068328716528
NM_007371,-0.48531250000000004
NM_005880,-0.3418181818181818
NM_005147,-0.5370621468926554
NM_001539,-0.3808247422680412
NM_018602,-0.45
NM_005163,-0.4416360856269113
NM_080685,-0.4757241379310345
NM_002835,-0.4079581151832461
NM_001330437,-0.47471337579617834
NM_001302836,-0.3145552147239264
NM_012333,-0.37179190751445085
NM_001137549,-0.3896825396825397
NM_003614,-0.42472000000000004
NM_003857,-0.5462841530054645
NM_001480,-0.5156951423785595
NM_007124,-0.24958333333333335
NM_017816,-0.3633724340175953
NM_022843,-0.37586206896551727
NM_003956,-0.409672131147541
NM_206967,-0.4256159420289855
NM_145729,-0.38442857142857145
NM_016504,-0.30885496183206107
NM_001161529,-0.3188388625592417
NM_004010,-0.26671232876712325
NM_001318485,-0.4219897959183673
NM_014117,-0.5525806451612904
NM_014180,-0.31318840579710144
NM_020759,-0.3410828025477707
NM_001256871,-0.2651
NM_174912,-0.33361445783132526
NM_080491,-0.4981188118811881
NM_001081573,-0.5108227848101266
NM_001297658,-0.44722222222222224
NM_001145054,-0.4056479217603912
NM_001099334,-0.3
NM_001162483,-0.2549253731343284
NM_001353546,-0.5499858757062147
NM_002523,-0.5833212996389893
NM_004132,-0.23967213114754096
NM_001193552,-0.3172200772200772
NM_152677,-0.26756587202007526
NM_001320329,-0.4375984630163305
NM_032013,-0.2908264462809917
NM_001130487,-0.5180498866213152
NM_181877,-0.3978220858895705
NM_001039465,-0.4022938144329897
NM_005626,-0.5145665961945032
NM_001031684,-0.39686390532544374
NM_006275,-0.4215925925925926
NM_001078166,-0.40067961165048543
NM_001348451,-0.31672245467224547
NM_003017,-0.27911439114391146
NM_024108,-0.39112
NM_016459,-0.3469375
NM_001351234,-0.34314285714285714
NM_003769,-0.5014227642276422
NM_001798,-0.40247058823529414
NM_001024594,-0.5352020202020202
NM_018434,-0.6001550387596899
NM_213589,-0.4399692307692308
NM_016306,-0.47279503105590065
NM_001258,-0.4098295454545454
NM_172367,-0.40236902050113893
NM_001184992,-0.49796610169491523
NM_001031723,-0.4303921568627451
NM_016271,-0.4277598566308244
NM_007218,-0.5497516930022573
NM_001354067,-0.5144632768361582
NM_004935,-0.41857142857142854
NM_024052,-0.4811940298507463
NM_001136498,-0.6033663366336633
NM_018464,-0.36867647058823527
NM_001293,-0.43375
NM_001278480,-0.34160919540229884
NM_001256873,-0.261
NM_002438,-0.3554260089686099
NM_173485,-0.3336170212765957
NM_001321990,-0.3810144927536232
NM_001324069,-0.32967413441955196
NM_017896,-0.33303249097472926
NM_001821,-0.2349621212121212
NM_004118,-0.3460571428571429
NM_015873,-0.3745698924731183
NM_016535,-0.37266423357664236
NM_001260,-0.48796238244514106
NM_152478,-0.4234069400630915
NM_001320371,-0.45144989339019187
NM_001184717,-0.4064415156507414
NM_001318002,-0.511637630662021
NM_032828,-0.3793251533742331
NM_001204814,-0.3870851063829787
NM_016089,-0.40072289156626506
NM_001349726,-0.250377358490566
NM_018676,-0.44821705426356595
NM_001174103,-0.38492424242424245
NM_033082,-0.3201290322580645
NM_001287758,-0.38916167664670653
NM_001884,-0.28590361445783136
NM_152344,-0.39865248226950356
NM_002779,-0.5372089314194577
NM_006549,-0.3806781485468245
NM_032294,-0.4691532258064516
NM_000092,-0.45535809018567636
NM_019107,-0.5221301775147928
NM_001307952,-0.3978731343283582
NM_001198690,-0.415
NM_021817,-0.3401183431952663
NM_019041,-0.4960869565217391
NM_001101421,-0.2949
NM_033054,-0.42745901639344264
NM_012335,-0.313655462184874
NM_004998,-0.40258474576271186
NM_015194,-0.5040897755610972
NM_001080779,-0.47009375000000003
NM_001130158,-0.5135652173913043
NM_001256041,-0.33458762886597937
NM_002087,-0.3980056179775281
NM_016079,-0.3967871485943775
NM_001350496,-0.4055
NM_001001788,-0.4118181818181818
NM_014672,-0.31077574047954865
NM_152272,-0.42406417112299466
NM_024591,-0.4376966292134831
NM_004327,-0.6474137931034483
NM_152678,-0.5495321637426901
NM_001258024,-0.325
NM_001258311,-0.4841
NM_170725,-0.36255060728744937
NM_170753,-0.28730337078651685
NM_006101,-0.34226950354609925
NM_014181,-0.47801324503311254
NM_001032377,-0.20553719008264465
NM_025261,-0.22670967741935485
NM_021246,-0.3705
NM_001199922,-0.2956974459724951
NM_005523,-0.28267441860465115
NM_018951,-0.19684615384615384
NM_001143883,-0.23554285714285714
NM_001725,-0.39759259259259255
NM_001135789,-0.2362857142857143
NM_181607,-0.35062111801242235
NM_181612,-0.3414503816793893
NM_001164261,-0.2370857142857143
NM_001123068,-0.2093233082706767
NM_001164262,-0.2370857142857143
NM_020940,-0.47788505747126436
NM_001099219,-0.36466165413533835
NM_001354251,-0.4726709401709402
NM_001190724,-0.33351674641148327
NM_002380,-0.49320610687022903
NM_001201461,-0.4096846846846847
NM_145292,-0.24883783783783783
NM_014347,-0.4833061224489796
NM_001184739,-0.33269736842105263
NM_182976,-0.4133460076045627
NM_053006,-0.3986994219653179
NM_001351775,-0.3810431654676259
NM_001242797,-0.3335688185140073
NM_001286495,-0.29245901639344263
NM_025182,-0.48185446009389676
NM_003130,-0.4374683544303798
NM_024620,-0.3554896142433234
NM_001323668,-0.42922077922077917
NM_004562,-0.4362820512820513
NM_021947,-0.3672625698324022
NM_009587,-0.29903669724770643
NM_001289166,-0.3442138364779874
NM_001037163,-0.4680105633802817
NM_001357678,-0.3237433155080214
NM_006498,-0.3094811320754717
NM_002305,-0.4021827411167513
NM_003140,-0.2365546218487395
NM_002307,-0.3292
NM_001282761,-0.4585667752442997
NM_006149,-0.352484076433121
NM_006681,-0.47684466019417476
NM_018064,-0.45282576866764274
NM_024595,-0.5877637130801688
NM_014413,-0.5190650406504065
NM_015666,-0.41094202898550725
NM_004836,-0.5225621890547264
NM_002759,-0.3209284627092846
NM_003211,-0.41102167182662536
NM_001013703,-0.5617441860465117
NM_001116,-0.5751017214397496
NM_021077,-0.5741233140655106
NM_001432,-0.3792105263157895
NM_001163735,-0.41151098901098904
NM_001329755,-0.3990593505039194
NM_001198950,-0.32201936376210233
NM_182916,-0.41485148514851483
NM_001247996,-0.3949223946784923
NM_003887,-0.5892499999999999
NM_017707,-0.5717857142857143
NM_001318784,-0.4832982456140351
NM_021934,-0.49829565217391303
NM_002659,-0.41840490797546015
NM_001136049,-0.4569672131147541
NM_181535,-0.27433734939759036
NM_013332,-0.43030386740331494
NM_006446,-0.19759803921568628
NM_001013653,-0.5729081632653061
NM_019844,-0.274692082111437
NM_007030,-0.5195495495495496
NM_001135217,-0.35770325203252035
NM_001145862,-0.3535042735042735
NM_004870,-0.3868987341772152
NM_207119,-0.4309688581314879
NM_002317,-0.39061688311688314
NM_001320808,-0.34018558951965067
NM_001080851,-0.3325773195876289
NM_012163,-0.44739047619047617
NM_144598,-0.33199999999999996
NM_001167947,-0.42048192771084336
NM_016591,-0.25851351351351354
NM_006335,-0.3275735294117647
NM_001097634,-0.2845043310875842
NM_004751,-0.30883424408014576
NM_001491,-0.33001237623762375
NM_001004734,-0.2596
NM_032521,-0.4769387755102041
NM_001282463,-0.3989684813753582
NM_153613,-0.46835051546391754
NM_006532,-0.38156976744186044
NM_005768,-0.4858411214953271
NM_001004755,-0.2869
NM_024830,-0.558068669527897
NM_001320862,-0.41110625909752546
NM_021242,-0.3931187472814267
NM_181429,-0.2262
NM_002641,-0.34055555555555556
NM_004855,-0.4186778846153846
NM_002642,-0.32857142857142857
