AccNum,Energy
NM_213589,-142.99
NM_016306,-152.24
NM_001258,-72.13
NM_172367,-176.64
NM_001184992,-117.52
NM_001031723,-109.75
NM_016271,-238.69
NM_007218,-243.54
NM_001354067,-91.06
NM_004935,-90.83
NM_024052,-128.96
NM_001136498,-121.88
NM_018464,-100.28
NM_001293,-83.28
NM_001278480,-118.88
NM_001256873,-26.1
NM_002438,-79.26
NM_173485,-329.28
NM_001321990,-78.87
NM_001324069,-161.87
NM_017896,-92.25
NM_001821,-62.03
NM_004118,-60.56
NM_015873,-69.67
NM_016535,-102.11
NM_001260,-311.32
NM_152478,-134.22
NM_001320371,-211.73
NM_001184717,-246.71
NM_001318002,-293.68
NM_032828,-123.66
NM_001204814,-181.93
NM_016089,-66.52
NM_001349726,-39.81
NM_018676,-289.1
NM_001174103,-50.81
NM_033082,-49.62
NM_001287758,-129.98
NM_001884,-118.65
NM_152344,-168.63
NM_002779,-336.83
NM_006549,-353.65
NM_032294,-116.35
NM_000092,-343.34
NM_019107,-88.24
NM_001307952,-106.63
NM_001198690,-112.88
NM_021817,-172.44
NM_019041,-114.1
NM_001101421,-29.49
NM_033054,-104.3
NM_012335,-74.65
NM_004998,-190.02
NM_015194,-202.14
NM_001080779,-150.43
NM_001130158,-236.24
NM_001256041,-129.82
NM_002087,-141.69
NM_016079,-98.8
NM_001350496,-697.46
NM_001001788,-99.66
NM_014672,-220.34
NM_152272,-317.2
NM_024591,-77.91
NM_004327,-450.6
NM_152678,-93.97
NM_001258024,-32.5
NM_001258311,-48.41
NM_170725,-89.55
NM_170753,-102.28
NM_006101,-96.52
NM_014181,-216.54
NM_001032377,-24.87
NM_025261,-35.14
NM_021246,-37.05
NM_001199922,-150.51
NM_005523,-48.62
NM_018951,-25.59
NM_001143883,-41.22
NM_001725,-64.41
NM_001135789,-41.35
NM_181607,-56.45
NM_181612,-44.73
NM_001164261,-41.49
NM_001123068,-27.84
NM_001164262,-41.49
NM_020940,-207.88
NM_001099219,-48.5
NM_001354251,-221.21
NM_001190724,-139.41
NM_002380,-193.83
NM_001201461,-90.95
NM_145292,-92.07
NM_014347,-118.41
NM_001184739,-101.14
NM_182976,-108.71
NM_053006,-275.9
NM_001351775,-211.86
NM_001242797,-273.86
NM_001286495,-71.36
NM_025182,-205.27
NM_003130,-69.12
NM_024620,-119.8
NM_001323668,-694.05
NM_004562,-102.09
NM_021947,-65.74
NM_009587,-65.19
NM_001289166,-109.46
NM_001037163,-265.83
NM_001357678,-60.54
NM_006498,-65.61
NM_002305,-79.23
NM_003140,-56.3
NM_002307,-41.15
NM_001282761,-140.78
NM_006149,-110.68
NM_006681,-98.23
NM_018064,-309.28
NM_024595,-139.3
NM_014413,-127.69
NM_015666,-56.71
NM_004836,-210.07
NM_002759,-210.85
NM_003211,-132.76
NM_001013703,-96.62
NM_001116,-367.49
NM_021077,-297.97
NM_001432,-100.87
NM_001163735,-449.37
NM_001329755,-356.36
NM_001198950,-232.82
NM_182916,-83.8
NM_001247996,-178.11
NM_003887,-259.27
NM_017707,-128.08
NM_001318784,-137.74
NM_021934,-286.52
NM_002659,-136.4
NM_001136049,-55.75
NM_181535,-45.54
NM_013332,-155.77
NM_006446,-40.31
NM_001013653,-112.29
NM_019844,-93.67
NM_007030,-115.34
NM_001135217,-175.99
NM_001145862,-124.08
NM_004870,-122.26
NM_207119,-249.1
NM_002317,-240.62
NM_001320808,-311.61
NM_001080851,-64.52
NM_012163,-234.88
NM_144598,-112.88
NM_001167947,-104.7
NM_016591,-248.69
NM_006335,-44.55
NM_001097634,-295.6
NM_004751,-169.55
NM_001491,-266.65
NM_001004734,-25.96
NM_032521,-163.59
NM_001282463,-139.24
NM_153613,-90.86
NM_006532,-65.63
NM_005768,-103.97
NM_001004755,-28.69
NM_024830,-130.03
NM_001320862,-282.43
NM_021242,-903.78
NM_181429,-22.62
NM_002641,-73.56
NM_004855,-174.17
NM_002642,-142.6
NM_173074,-86.16
NM_005795,-145.5
NM_004569,-102.03
NM_001123391,-66.88
NM_005482,-50.09
NM_004278,-46.98
NM_145167,-147.23
NM_176787,-155.27
NM_032634,-220.74
NM_016430,-181.03
NM_004204,-127.06
NM_002644,-107.21
NM_033198,-208.89
NM_030768,-95.76
NM_080476,-143.33
NM_018081,-149.54
NM_178517,-452.68
NM_001166304,-162.3
NM_001042616,-256.38
NM_025163,-139.82
NM_005893,-51.26
NM_176883,-33.86
NM_001277199,-245.31
NM_006024,-94.48
NM_001195637,-31.6
NM_014604,-110.64
NM_015114,-120.62
NM_052924,-123.04
NM_018127,-103.14
NM_002543,-38.05
NM_198833,-91.08
NM_001303448,-152.34
NM_001195304,-126.63
NM_198515,-117.26
NM_001085447,-68.87
NM_001145641,-23.87
NM_001164399,-67.33
NM_001048265,-70.06
NM_001278549,-157.35
NM_001199579,-187.3
NM_001142386,-173.87
NM_001199898,-203.77
NM_006579,-82.9
NM_002612,-182.53
NM_005575,-274.64
NM_001631,-74.66
NM_002403,-116.04
NM_013336,-115.97
NM_018144,-98.08
NM_000478,-150.09
NM_032027,-154.85
NM_031940,-241.98
NM_078474,-60.45
NM_001328655,-51.24
NM_013239,-206.07
NM_004528,-220.32
NM_019006,-187.84
NM_001136033,-161.16
NM_001282905,-398.37
NM_021943,-229.51
NM_024699,-37.98
NM_001080467,-207.3
NM_080675,-56.64
NM_001145195,-100.03
NM_152264,-167.07
NM_001127257,-91.42
NM_001352691,-252.63
NM_018230,-80.71
NM_001351660,-287.14
NM_004588,-62.11
NM_153223,-66.93
NM_178463,-419.09
NM_032364,-134.31
NM_006180,-522.36
NM_001007156,-188.87
NM_001242481,-174.27
NM_001256024,-178.77
NM_020824,-225.03
NM_013238,-200.52
NM_001282290,-51.62
NM_015071,-270.28
NM_001007231,-143.16
NM_001025616,-212.45
NM_001167741,-69.21
NM_004815,-258.01
NM_001010000,-97.76
NM_005415,-219.54
NM_001005283,-48.6
NM_001195056,-131.48
NM_032867,-114.19
NM_002455,-96.34
NM_180991,-183.73
NM_024805,-119.36
NM_001858,-72.38
NM_001173488,-184.13
NM_007144,-99.12
NM_001003652,-278.94
NM_001085487,-31.33
NM_000942,-115.07
NM_015104,-95.72
NM_018036,-272.8
NM_005281,-106.4
NM_001718,-525.32
NM_021073,-207.0
NM_001347916,-252.7
NM_001201,-216.78
NM_001286099,-180.74
NM_006129,-177.99
NM_005282,-301.13
NM_001938,-358.2
NM_175911,-230.83
NM_001004744,-22.91
NM_001011663,-76.26
NM_024319,-159.69
NM_001355465,-373.86
NM_017673,-105.98
NM_005652,-60.3
NM_001277308,-49.93
NM_017489,-46.46
NM_018154,-112.21
NM_001282493,-49.33
NM_001282472,-49.33
NM_001004461,-28.15
NM_016013,-182.99
NM_001350919,-44.06
NM_001350920,-44.06
NM_181077,-60.09
NM_177433,-142.29
NM_001023567,-60.09
NM_001291540,-125.55
NM_001288780,-239.1
NM_001348372,-96.57
NM_170714,-126.41
NM_001305108,-89.83
NM_175732,-155.17
NM_014737,-82.53
NM_182663,-80.65
NM_032023,-77.85
NM_001143993,-76.18
NM_177532,-138.41
NM_001443,-73.78
NM_001350853,-277.21
NM_001144939,-67.13
NM_017838,-98.83
NM_080657,-85.01
NM_018346,-92.03
NM_006859,-60.63
NM_001270,-58.94
NM_138813,-116.83
NM_001005271,-18.73
NM_001271,-201.91
NM_015557,-112.47
NM_001273,-153.0
NM_017780,-232.3
NM_032221,-69.62
NM_001352127,-246.53
NM_001170629,-35.05
NM_000023,-61.26
NM_001350479,-204.49
NM_006366,-150.78
NM_006432,-79.24
NM_000271,-168.52
NM_006929,-213.49
NM_139320,-268.65
NM_172089,-124.31
NM_138376,-49.01
NM_173552,-328.97
NM_001310135,-416.39
NM_003314,-80.0
NM_001257407,-207.96
NM_003316,-400.22
NM_015040,-102.21
NM_020453,-81.33
NM_024616,-70.11
NM_015351,-281.29
NM_001288781,-126.57
NM_004058,-215.03
NM_001165928,-394.03
NM_001323955,-187.0
NM_001031703,-80.04
NM_025184,-68.34
NM_018100,-126.56
NM_001747,-225.32
NM_001330390,-129.13
NM_003714,-566.06
NM_014297,-86.28
NM_022114,-50.01
NM_207627,-110.93
NM_001348985,-269.9
NM_001282934,-80.4
NM_001199978,-158.31
NM_020360,-323.04
NM_020228,-140.47
NM_021105,-175.1
NM_022437,-79.84
NM_001242757,-353.71
NM_001330561,-194.86
NM_001258355,-124.16
NM_001012708,-65.91
NM_001242875,-66.53
NM_003529,-32.13
NM_020675,-83.09
NM_005035,-87.19
NM_007033,-138.64
NM_001317033,-206.07
NM_000530,-53.16
NM_003447,-324.87
NM_001322042,-56.61
NM_001009999,-122.51
NM_152407,-94.02
NM_002669,-75.52
NM_001039948,-93.36
NM_001826,-72.77
NM_001323265,-103.8
NM_001143757,-223.77
NM_002525,-190.69
NM_181711,-80.44
NM_003536,-39.14
NM_001330684,-28.97
NM_018088,-252.93
NM_018292,-64.78
NM_004106,-35.35
NM_017589,-82.03
NM_001130914,-165.02
NM_006763,-60.91
NM_001731,-189.41
NM_003462,-40.6
NM_032214,-205.65
NM_144645,-162.08
NM_003865,-126.03
NM_173487,-139.03
NM_024592,-114.98
NM_001198793,-317.14
NM_001324323,-438.86
NM_024573,-118.35
NM_001289067,-108.21
NM_005088,-158.85
NM_030797,-131.19
NM_001353259,-334.13
NM_174924,-126.81
NM_004926,-396.04
NM_006887,-153.87
NM_001172688,-336.44
NM_207373,-45.22
NM_001291641,-232.97
NM_015044,-93.98
NM_032413,-156.52
NM_001314059,-310.56
NM_001350921,-25.64
NM_152565,-54.56
NM_144597,-57.98
NM_001321761,-145.73
NM_001291978,-139.72
NM_001318202,-97.04
NM_001281740,-111.68
NM_000673,-103.19
NM_001145140,-104.19
NM_000671,-65.58
NM_001306171,-61.85
NM_000297,-98.82
NM_001009944,-206.23
NM_006177,-260.55
NM_020435,-198.61
NM_001170330,-13.26
NM_005497,-147.11
NM_001160183,-107.01
NM_178445,-81.8
NM_002732,-39.78
NM_021199,-259.44
NM_001304349,-171.89
NM_002800,-73.27
NM_001242860,-124.25
NM_020799,-256.06
NM_001330716,-438.64
NM_001144932,-127.6
NM_001352450,-556.19
NM_003435,-194.29
NM_001289402,-272.77
NM_002793,-63.98
NM_033070,-83.55
NM_001242671,-82.24
NM_000494,-55.25
NM_001300750,-248.27
NM_015933,-55.61
NM_031219,-329.86
NM_006755,-58.48
NM_020456,-175.73
NM_001012417,-134.33
NM_002036,-302.75
NM_003212,-155.59
NM_152421,-117.76
NM_138774,-100.46
NM_001291283,-30.81
NM_080739,-117.47
NM_001358292,-247.0
NM_032854,-33.24
NM_024535,-258.41
NM_144697,-331.46
NM_001281443,-56.25
NM_001282534,-83.93
NM_033310,-222.31
NM_003740,-220.49
NM_004823,-109.07
NM_005714,-144.25
NM_001040108,-121.22
NM_002245,-156.17
NM_021117,-53.55
NM_197964,-144.65
NM_001981,-53.26
NM_001350649,-164.45
NM_001303419,-98.04
NM_178556,-67.69
NM_144653,-117.38
NM_147161,-118.22
NM_003890,-44.67
NM_001160094,-216.82
NM_033305,-179.48
NM_001353891,-175.98
NM_001018088,-90.94
NM_017890,-67.79
NM_001159560,-137.01
NM_001080425,-128.16
NM_206915,-196.69
NM_001168399,-231.16
NM_001130042,-220.52
NM_004719,-143.08
NM_015231,-83.67
NM_015111,-168.78
NM_017854,-57.82
NM_030923,-72.84
NM_018475,-223.0
NM_032227,-189.96
NM_001003927,-117.68
NM_001287497,-194.64
NM_006495,-42.56
NM_003593,-51.68
NM_002158,-136.57
NM_013400,-289.62
NM_032316,-84.44
NM_152400,-154.63
NM_021110,-134.33
NM_001135924,-142.99
NM_000835,-121.36
NM_004297,-284.32
NM_001134407,-323.62
NM_007353,-179.23
NM_173546,-135.32
NM_001271863,-473.82
NM_001756,-67.83
NM_024654,-97.57
NM_016044,-113.92
NM_024333,-105.59
NM_212471,-202.46
NM_000593,-94.74
NM_001136265,-57.29
NM_022092,-65.81
NM_001310321,-313.3
NM_152474,-43.24
