Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0060968~regulation of gene silencing	4	1.94174757282	0.00191362312107	NM_003537, NM_021018, NM_003535, NM_003529	169	11	7039	15.1457772996	0.783146709935	0.317596094191	2.89648929893
GOTERM_BP_DIRECT	GO:0000183~chromatin silencing at rDNA	5	2.42718446602	0.00409773212951	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	169	28	7039	7.43765849535	0.962247680837	0.480735386985	6.10648217483
GOTERM_MF_DIRECT	GO:0003677~DNA binding	34	16.5048543689	0.00498238096569	NM_021058, NM_030573, NM_203374, NM_004494, NM_001113203, NM_002097, NM_001039690, NM_004559, NM_020062, NM_013342, NM_004965, NM_080596, NM_003511, NM_021008, NM_003510, NM_005324, NM_005194, NM_021064, NM_175055, NM_145901, NM_003517, NM_019896, NM_003198, NM_032440, NM_001195056, NM_002145, NM_003011, NM_001039618, NM_138720, NM_133328, NM_153033, NM_003522, NM_198040, NM_002434	178	841	7107	1.61416986199	0.704397489069	0.333854079015	6.25947962479
GOTERM_BP_DIRECT	GO:0006342~chromatin silencing	5	2.42718446602	0.00668408049861	NM_080596, NM_003511, NM_003510, NM_021064, NM_003517	169	32	7039	6.50795118343	0.995260398261	0.590151224691	9.77931422874
GOTERM_BP_DIRECT	GO:0090200~positive regulation of release of cytochrome c from mitochondria	4	1.94174757282	0.00709880238561	NM_004322, NM_004052, NM_014417, NM_138621	169	17	7039	9.80020884093	0.996603625618	0.556097146635	10.3556056587
GOTERM_BP_DIRECT	GO:0001844~protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	3	1.45631067961	0.00797441955707	NM_004322, NM_014417, NM_138621	169	6	7039	20.825443787	0.998320225068	0.55005815278	11.5610661676
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	5	2.42718446602	0.0139444688899	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	183	38	7347	5.28257118205	0.956347783671	0.647897777598	16.4014030184
GOTERM_BP_DIRECT	GO:1902237~positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3	1.45631067961	0.0144250207514	NM_001195056, NM_014417, NM_138621	169	8	7039	15.6190828402	0.99999078795	0.724269992321	19.9856179394
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	4	1.94174757282	0.0187060408294	NM_001195056, NM_014417, NM_003969, NM_138621	169	24	7039	6.94181459566	0.999999714437	0.778399772257	25.155881497
GOTERM_CC_DIRECT	GO:0005576~extracellular region	12	5.82524271845	0.0187064427829	NM_006573, NM_001321026, NM_017914, NM_001302688, NM_003537, NM_021018, NM_021008, NM_005324, NM_003535, NM_001300981, NM_003529, NM_144635	183	217	7347	2.22014051522	0.985169175996	0.651027407112	21.4080522752
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	5	2.42718446602	0.0187429753796	NM_004322, NM_001177382, NM_004052, NM_014417, NM_004095	169	43	7039	4.84312646209	0.999999722887	0.746558370463	25.19909711
GOTERM_CC_DIRECT	GO:0005634~nucleus	88	42.7184466019	0.0199628243728	NM_021058, NM_032356, NM_001320557, NM_001204911, NM_005007, NM_032454, NM_006014, NM_001243186, NM_021018, NM_203374, NM_002097, NM_001099285, NM_007104, NM_001206864, NM_013342, NM_004965, NM_080596, NM_001105203, NM_001177382, NM_006885, NM_001302688, NM_003537, NM_022491, NM_021008, NM_003535, NM_005194, NM_002503, NM_021064, NM_006736, NM_030974, NM_145901, NM_019896, NM_003198, NM_003845, NM_032440, NM_001195056, NM_018648, NM_002145, NM_004052, NM_001002880, NM_001099857, NM_001320415, NM_021173, NM_001130028, NM_001190316, NM_138571, NM_138720, NM_002812, NM_006563, NM_207368, NM_001135243, NM_001113203, NM_006764, NM_001039690, NM_031918, NM_001281444, NM_004559, NM_001040011, NM_016062, NM_020062, NM_003511, NM_005324, NM_133452, NM_003510, NM_001114123, NM_001320327, NM_005574, NM_175055, NM_001257097, NM_003517, NM_014755, NM_006848, NM_003011, NM_138639, NM_001039618, NM_013368, NM_001190946, NM_003083, NM_004642, NM_032711, NM_003522, NM_001300981, NM_198040, NM_000421, NM_003529, NM_138336, NM_020195, NM_005258	183	2947	7347	1.1988407216	0.988854779641	0.593165539839	22.6821063461
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	4	1.94174757282	0.0208919022587	NM_001195056, NM_014417, NM_005194, NM_014330	169	25	7039	6.66414201183	0.999999951822	0.754394707324	27.6736882302
GOTERM_BP_DIRECT	GO:0002227~innate immune response in mucosa	3	1.45631067961	0.0224685480933	NM_021058, NM_138720, NM_003522	169	10	7039	12.4952662722	0.999999986685	0.752155521065	29.4403660045
GOTERM_MF_DIRECT	GO:0042393~histone binding	7	3.39805825243	0.0243640382673	NM_003537, NM_021018, NM_003011, NM_005324, NM_003535, NM_001099285, NM_003529	178	90	7107	3.10543071161	0.997566545754	0.777896298583	27.3274794978
GOTERM_BP_DIRECT	GO:0033617~mitochondrial respiratory chain complex IV assembly	3	1.45631067961	0.0270363091977	NM_005694, NM_016565, NM_001040431	169	11	7039	11.3593329747	0.999999999683	0.790343606929	34.3336336345
GOTERM_BP_DIRECT	GO:0006335~DNA replication-dependent nucleosome assembly	4	1.94174757282	0.0282544082014	NM_003537, NM_021018, NM_003535, NM_003529	169	28	7039	5.95012679628	0.999999999883	0.782330683936	35.5838924399
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	9	4.36893203883	0.0344992490162	NM_001320557, NM_001195056, NM_002145, NM_032711, NM_001320327, NM_005194, NM_001114123, NM_001320415, NM_001039618	178	151	7107	2.37975295781	0.999809612565	0.819728257437	36.5138408261
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	12	5.82524271845	0.0373782040474	NM_030573, NM_001195056, NM_006848, NM_133328, NM_006885, NM_021008, NM_022491, NM_003011, NM_001002880, NM_005194, NM_001039618, NM_145901	169	251	7039	1.99127749358	1.0	0.850427214317	44.2650293447
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	13	6.31067961165	0.0404246541788	NM_004322, NM_013342, NM_001195056, NM_001243186, NM_004052, NM_022491, NM_001271641, NM_014417, NM_001330206, NM_001099857, NM_138639, NM_014330, NM_138621	169	286	7039	1.89322216245	1.0	0.855864490384	46.9111010778
GOTERM_BP_DIRECT	GO:0045815~positive regulation of gene expression, epigenetic	5	2.42718446602	0.0416426443759	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	169	55	7039	3.78644432491	1.0	0.84827692495	47.9357744998
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	5	2.42718446602	0.0416426443759	NM_003537, NM_021018, NM_005324, NM_003535, NM_003529	169	55	7039	3.78644432491	1.0	0.84827692495	47.9357744998
GOTERM_BP_DIRECT	GO:0019731~antibacterial humoral response	3	1.45631067961	0.0426947090562	NM_021058, NM_138720, NM_003522	169	14	7039	8.92519019442	1.0	0.840000256078	48.8059455066
GOTERM_BP_DIRECT	GO:0051290~protein heterotetramerization	4	1.94174757282	0.0431809568582	NM_003537, NM_021018, NM_003535, NM_003529	169	33	7039	5.04859243321	1.0	0.828165868996	49.2035138173
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	5	2.42718446602	0.0440423929329	NM_001195056, NM_014417, NM_005194, NM_014330, NM_138621	169	56	7039	3.71882924768	1.0	0.819420655751	49.9007681064
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	5	2.42718446602	0.0465184265964	NM_013368, NM_014755, NM_006848, NM_006736, NM_001190316	169	57	7039	3.6535866293	1.0	0.822335416565	51.855402239
GOTERM_BP_DIRECT	GO:0060139~positive regulation of apoptotic process by virus	2	0.970873786408	0.0471677284048	NM_004322, NM_138621	169	2	7039	41.650887574	1.0	0.812948014765	52.3560455658
GOTERM_CC_DIRECT	GO:0036488~CHOP-C/EBP complex	2	0.970873786408	0.0489336674533	NM_001195056, NM_005194	183	2	7347	40.1475409836	0.999986164011	0.845058282366	47.273092417
GOTERM_CC_DIRECT	GO:0000790~nuclear chromatin	8	3.88349514563	0.0516679813957	NM_006563, NM_080596, NM_003511, NM_003510, NM_005194, NM_021064, NM_138336, NM_003517	183	136	7347	2.36162005786	0.999992719314	0.815488000586	49.1745945278
GOTERM_CC_DIRECT	GO:0005758~mitochondrial intermembrane space	5	2.42718446602	0.0521042289458	NM_005694, NM_001286440, NM_001320327, NM_016565, NM_001011667	183	57	7347	3.52171412137	0.999993429316	0.77499025544	49.4720572599
GOTERM_CC_DIRECT	GO:0043234~protein complex	12	5.82524271845	0.0540218729603	NM_032375, NM_002979, NM_003537, NM_021018, NM_003011, NM_005324, NM_003535, NM_017622, NM_003529, NM_001099668, NM_004095, NM_005258	183	257	7347	1.87459335332	0.999995817036	0.747426882282	50.7607046031
GOTERM_BP_DIRECT	GO:1901216~positive regulation of neuron death	3	1.45631067961	0.0545859362756	NM_004322, NM_001302688, NM_001114123	169	16	7039	7.80954142012	1.0	0.845320256269	57.7408475682
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	4	1.94174757282	0.0584189095592	NM_004322, NM_001243186, NM_001099857, NM_004095	76	37	3107	4.41963015647	0.999177356039	0.830643067634	49.7868081087
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	6	2.91262135922	0.0586978786702	NM_003537, NM_021018, NM_032711, NM_005324, NM_003535, NM_003529	169	88	7039	2.83983324368	1.0	0.854979007027	60.4749527807
GOTERM_CC_DIRECT	GO:0030425~dendrite	7	3.39805825243	0.0611636642959	NM_001323935, NM_001302688, NM_004052, NM_001114123, NM_001320415, NM_030974, NM_005258	183	113	7347	2.48701581314	0.999999228128	0.755232055572	55.2981520044
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	6	2.91262135922	0.0634474105787	NM_001318236, NM_001195056, NM_006885, NM_014330, NM_006402, NM_001206864	169	90	7039	2.77672583826	1.0	0.866261462317	63.4269249269
GOTERM_BP_DIRECT	GO:0061462~protein localization to lysosome	2	0.970873786408	0.0699154648879	NM_001318236, NM_006402	169	3	7039	27.7672583826	1.0	0.882601450384	67.1165810199
GOTERM_BP_DIRECT	GO:0060154~cellular process regulating host cell cycle in response to virus	2	0.970873786408	0.0699154648879	NM_004322, NM_138621	169	3	7039	27.7672583826	1.0	0.882601450384	67.1165810199
GOTERM_BP_DIRECT	GO:0030262~apoptotic nuclear changes	2	0.970873786408	0.0699154648879	NM_133328, NM_030974	169	3	7039	27.7672583826	1.0	0.882601450384	67.1165810199
GOTERM_BP_DIRECT	GO:2001244~positive regulation of intrinsic apoptotic signaling pathway	3	1.45631067961	0.0742761125563	NM_004322, NM_014417, NM_138621	169	19	7039	6.57645593273	1.0	0.88915351971	69.4044284977
GOTERM_BP_DIRECT	GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process	4	1.94174757282	0.0869313682224	NM_004322, NM_001271641, NM_014417, NM_138621	169	44	7039	3.78644432491	1.0	0.918122767243	75.2300286711
GOTERM_MF_DIRECT	GO:0019888~protein phosphatase regulator activity	3	1.45631067961	0.087446695788	NM_003011, NM_207043, NM_014330	178	20	7107	5.98904494382	0.999999999799	0.975798896299	69.4022105094
GOTERM_CC_DIRECT	GO:0005741~mitochondrial outer membrane	6	2.91262135922	0.089290330707	NM_004322, NM_004052, NM_014417, NM_020243, NM_014330, NM_138621	183	96	7347	2.50922131148	0.999999999126	0.849851583375	69.6747464109
GOTERM_BP_DIRECT	GO:0071230~cellular response to amino acid stimulus	3	1.45631067961	0.095839288809	NM_001318236, NM_005194, NM_006402	169	22	7039	5.67966648736	1.0	0.931430055258	78.689691037
GOTERM_MF_DIRECT	GO:0001222~transcription corepressor binding	2	0.970873786408	0.0959794373306	NM_004494, NM_001098784	178	4	7107	19.9634831461	0.99999999998	0.970317460442	72.9049209501
