Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006091~generation of precursor metabolites and energy	2	3.7037037037	0.163103308881	NM_004074, NM_005694	44	29	7039	11.0329153605	1.0	0.997590705969	89.9103334929
GOTERM_CC_DIRECT	GO:0045111~intermediate filament cytoskeleton	2	3.7037037037	0.194892587924	NM_001282568, NM_001190316	49	33	7347	9.08719851577	0.999999603667	0.992654522524	89.2489715859
KEGG_PATHWAY	hsa00564:Glycerophospholipid metabolism	2	3.7037037037	0.26482638694	NM_001105540, NM_007260	23	43	3107	6.28311425683	0.999995475231	0.999995475231	94.0076540939
KEGG_PATHWAY	hsa04360:Axon guidance	2	3.7037037037	0.270105048654	NM_144488, NM_003873	23	44	3107	6.14031620553	0.999996608324	0.998158349593	94.3899787404
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	2	3.7037037037	0.311051152312	NM_001105540, NM_004095	23	52	3107	5.19565217391	0.999999663117	0.993041861946	96.6919862233
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	2	3.7037037037	0.330692688355	NM_001105540, NM_001190316	23	56	3107	4.82453416149	0.999999894069	0.981959204091	97.4611177143
GOTERM_MF_DIRECT	GO:0003677~DNA binding	7	12.962962963	0.355965173834	NM_004965, NM_032440, NM_030895, NM_153033, NM_144631, NM_175055, NM_002434	42	841	7107	1.40844233056	1.0	0.999999232463	99.2141605845
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	3	5.55555555556	0.377729197816	NM_033625, NM_007260, NM_000992	44	214	7039	2.24267204758	1.0	0.999999211793	99.7781338877
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	2	3.7037037037	0.381582283534	NM_033625, NM_000992	44	78	7039	4.10198135198	1.0	0.999996810245	99.7951941324
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	3	5.55555555556	0.382773699517	NM_033625, NM_007260, NM_000992	42	229	7107	2.21678103556	1.0	0.999990653131	99.5080038792
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	6	11.1111111111	0.398884015275	NM_032440, NM_006885, NM_030895, NM_001320415, NM_144631, NM_017621	44	677	7039	1.41781925608	1.0	0.999994228202	99.8579006601
GOTERM_MF_DIRECT	GO:0016787~hydrolase activity	2	3.7037037037	0.404377513128	NM_024527, NM_007260	42	89	7107	3.8025682183	1.0	0.999952198135	99.667693499
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	2	3.7037037037	0.405836097239	NM_001105540, NM_138383	49	79	7347	3.79591836735	1.0	0.999856647101	99.5279263711
GOTERM_BP_DIRECT	GO:0007420~brain development	2	3.7037037037	0.418762407419	NM_005694, NM_006885	44	88	7039	3.63584710744	1.0	0.999991626766	99.9078576579
GOTERM_BP_DIRECT	GO:0019083~viral transcription	2	3.7037037037	0.440012799141	NM_033625, NM_000992	44	94	7039	3.40377176015	1.0	0.999989370386	99.9429718858
GOTERM_MF_DIRECT	GO:0044212~transcription regulatory region DNA binding	2	3.7037037037	0.454539588544	NM_006885, NM_144631	42	104	7107	3.25412087912	1.0	0.999938593864	99.8738989161
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	2	3.7037037037	0.457733059463	NM_020444, NM_020195	42	105	7107	3.2231292517	1.0	0.999773575768	99.8817960419
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	2	3.7037037037	0.463846866498	NM_033625, NM_000992	44	101	7039	3.16786678668	1.0	0.9999883928	99.9674341763
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	3	5.55555555556	0.466146794591	NM_033625, NM_007260, NM_000992	49	239	7347	1.88207668004	1.0	0.99980369235	99.8430393062
GOTERM_CC_DIRECT	GO:0030496~midbody	2	3.7037037037	0.486542559757	NM_014700, NM_017621	49	101	7347	2.96908466357	1.0	0.999476338737	99.8948645178
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	3	5.55555555556	0.499462811423	NM_020444, NM_017621, NM_020195	44	272	7039	1.7644552139	1.0	0.999991836305	99.9865658826
KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	2	3.7037037037	0.503510710203	NM_004074, NM_005694	23	97	3107	2.78529807261	0.999999999999	0.996307852224	99.8348534625
GOTERM_BP_DIRECT	GO:0006413~translational initiation	2	3.7037037037	0.508579886366	NM_033625, NM_000992	44	115	7039	2.78221343874	1.0	0.999986666129	99.9893984697
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	4	7.40740740741	0.512653710967	NM_006885, NM_030895, NM_001282568, NM_144631	42	468	7107	1.44627594628	1.0	0.999820505163	99.9635368526
GOTERM_CC_DIRECT	GO:0005615~extracellular space	3	5.55555555556	0.549373992538	NM_000421, NM_001553, NM_003873	49	279	7347	1.61224489796	1.0	0.999566417074	99.9725490931
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	19	35.1851851852	0.552112082568	NM_006848, NM_020444, NM_144488, NM_053004, NM_001320415, NM_001281444, NM_138689, NM_033625, NM_001105540, NM_005694, NM_004965, NM_004090, NM_006885, NM_014501, NM_007260, NM_000421, NM_175055, NM_017621, NM_004095	49	2752	7347	1.03518776697	1.0	0.998916224205	99.9742174391
GOTERM_MF_DIRECT	GO:0016301~kinase activity	2	3.7037037037	0.561302482333	NM_001105540, NM_001281444	42	141	7107	2.40020263425	1.0	0.999847561305	99.9885496472
KEGG_PATHWAY	hsa03010:Ribosome	2	3.7037037037	0.561868444378	NM_033625, NM_000992	23	114	3107	2.36994660564	1.0	0.995919654948	99.9473948793
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	2	3.7037037037	0.568286799131	NM_004090, NM_001320415	23	116	3107	2.32908545727	1.0	0.991769961288	99.9540389445
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	2	3.7037037037	0.571608183048	NM_006848, NM_024299	44	137	7039	2.33543463835	1.0	0.999996479152	99.9981908951
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	2	3.7037037037	0.586465613954	NM_001320327, NM_001320415	42	151	7107	2.24124881741	1.0	0.999791785186	99.9940259135
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	2	3.7037037037	0.595051695585	NM_012083, NM_024299	44	146	7039	2.19146948941	1.0	0.999996637298	99.9991237803
GOTERM_CC_DIRECT	GO:0005840~ribosome	2	3.7037037037	0.604055584633	NM_033625, NM_000992	49	140	7347	2.14198250729	1.0	0.999088192817	99.9927461029
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	2	3.7037037037	0.607904561216	NM_033625, NM_000992	42	160	7107	2.11517857143	1.0	0.999717239162	99.9966762345
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	2	3.7037037037	0.633673159299	NM_001105540, NM_053004	44	162	7039	1.97502805836	1.0	0.999998190306	99.9997590878
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	3	5.55555555556	0.660970265185	NM_006885, NM_030895, NM_001320415	42	386	7107	1.3151369356	1.0	0.999825457047	99.9993300317
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	3	5.55555555556	0.663305314834	NM_006885, NM_014700, NM_001282568	49	343	7347	1.31141786161	1.0	0.999390173104	99.998631211
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	2	3.7037037037	0.678944523998	NM_033625, NM_000992	44	183	7039	1.74838549429	1.0	0.999999299778	99.9999559567
GOTERM_BP_DIRECT	GO:0006412~translation	2	3.7037037037	0.682959428688	NM_033625, NM_000992	44	185	7039	1.72948402948	1.0	0.999998774789	99.9999625478
KEGG_PATHWAY	hsa04144:Endocytosis	2	3.7037037037	0.691084465722	NM_014700, NM_017966	23	161	3107	1.67809883878	1.0	0.997186812105	99.9978495617
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	6	11.1111111111	0.704455054904	NM_006848, NM_032440, NM_030895, NM_001320327, NM_144631, NM_017621	44	947	7039	1.01358356533	1.0	0.999998939261	99.9999848401
KEGG_PATHWAY	hsa01100:Metabolic pathways	5	9.25925925926	0.726061149241	NM_004074, NM_001308426, NM_001105540, NM_005694, NM_001323544	23	666	3107	1.01416634025	1.0	0.996832746698	99.9992837338
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	9	16.6666666667	0.746016417305	NM_033625, NM_024527, NM_004090, NM_007260, NM_001323918, NM_000421, NM_001553, NM_001323544, NM_017966	49	1434	7347	0.941038340022	1.0	0.999790773488	99.9999246984
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	2	3.7037037037	0.753536667339	NM_001320415, NM_175055	42	238	7107	1.42196878752	1.0	0.999967765213	99.9999800115
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	9	16.6666666667	0.76432706159	NM_004074, NM_152341, NM_032683, NM_174983, NM_001318058, NM_001271592, NM_003873, NM_001048249, NM_002434	49	1459	7347	0.924913625491	1.0	0.999722611537	99.9999651266
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	2	3.7037037037	0.777446144539	NM_006885, NM_001320415	44	241	7039	1.3276122218	1.0	0.999999906654	99.9999996075
GOTERM_CC_DIRECT	GO:0005634~nucleus	18	33.3333333333	0.790960636178	NM_006848, NM_032440, NM_006014, NM_001320415, NM_001281444, NM_001190316, NM_001105540, NM_004965, NM_004090, NM_006885, NM_030895, NM_001282568, NM_001320327, NM_144631, NM_000421, NM_175055, NM_017621, NM_020195	49	2947	7347	0.915811998366	1.0	0.99972185585	99.9999898447
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	2	3.7037037037	0.791138334914	NM_006848, NM_006885	44	251	7039	1.2747193046	1.0	0.999999901918	99.9999998268
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	12	22.2222222222	0.818733252586	NM_001105540, NM_004965, NM_001282670, NM_004090, NM_006885, NM_144488, NM_014700, NM_001320415, NM_175055, NM_004095, NM_001190316, NM_002434	49	2040	7347	0.881992797119	1.0	0.999750227132	99.999997657
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	3	5.55555555556	0.858528432906	NM_006885, NM_153033, NM_001282568	42	579	7107	0.876757957069	1.0	0.999998500256	99.9999999558
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	5	9.25925925926	0.861497029321	NM_001308426, NM_033625, NM_005694, NM_032683, NM_001320327	49	909	7347	0.82474573988	1.0	0.999871782334	99.9999998529
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	2	3.7037037037	0.869184955129	NM_014700, NM_001320415	42	343	7107	0.986672219908	1.0	0.99999777869	99.9999999813
GOTERM_CC_DIRECT	GO:0005813~centrosome	2	3.7037037037	0.881265149518	NM_006848, NM_014700	49	318	7347	0.943011166731	1.0	0.999883330485	99.9999999698
GOTERM_MF_DIRECT	GO:0005524~ATP binding	4	7.40740740741	0.884666850718	NM_001308426, NM_001105540, NM_014501, NM_001190316	42	852	7107	0.794433266264	1.0	0.999997646442	99.9999999953
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	2	3.7037037037	0.886049456204	NM_004074, NM_032683	49	324	7347	0.925547996977	1.0	0.99983139688	99.9999999802
GOTERM_MF_DIRECT	GO:0003723~RNA binding	2	3.7037037037	0.887661725575	NM_033625, NM_000992	42	368	7107	0.919642857143	1.0	0.999995652152	99.9999999965
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	2	3.7037037037	0.894070289097	NM_006885, NM_001281444	44	357	7039	0.896231219761	1.0	0.999999999764	100.0
