AccNum,L24_0,L24_1,L24_2,RNA_0,RNA_1,RNA_2,S15_0,S15_1,S15_2,S24_0,S24_1,S24_2,totalRPF_0,totalRPF_1,totalRPF_2
NM_018476,104.08057510925,48.5178185916,99.07701451875,36.70234558155,12.19988880915,31.3224659024,86.2809921997,36.12769724505,71.41391482725,90.49368105885,46.0105056132,103.0893715186,115.361956058,62.05676673415,97.82773416715
NM_003363,34.87744725255,27.07890308655,19.1521888334,9.225368400935,15.26249022115,10.588996154315,25.0058717505,19.7148162877,12.3738165737,35.9383843162,33.563785536,21.3704535753,39.09182636745,35.52680223225,18.5068061397
NM_207118,47.2662991827,92.40630390765,32.25595793435,8.846315196915,12.91916877175,4.795355850355,43.5943188587,53.95232177855,18.77681744275,58.4337090251,73.86120564885,26.8550462787,59.68296431095,89.97753087525,30.64404563295
NM_001282730,27.91166102955,28.05506592545,20.96948589985,14.60288557685,17.16100981885,13.8266789964,19.6527491342,19.58443505455,12.9344371468,25.32531934175,27.29054602965,18.14806253615,26.41359602675,30.46668837775,19.15767993975
NM_007100,175.6043263335,279.6581944815,131.3778712635,91.0910146131,84.9753314032,54.27450784525,107.6069565981,134.170221296,86.65953328155,159.639107487,189.8989901295,119.0896326305,166.61851018,226.519374072,98.610920481
NM_000485,146.011607782,252.4496982335,72.99287013615,68.7907021452,83.7602996437,27.69028450795,92.3431949265,137.2692940455,33.7324204023,109.076411784,191.5478540905,52.39350797495,95.62145070355,148.4334167835,58.9341382407
NM_007108,367.362646913,508.175808457,492.80109926,114.9915167324,103.5514053108,114.815428037,251.222080516,303.4591552765,253.274626253,316.5801295015,364.077407564,375.143707396,231.191863812,338.1385119515,378.933501929
NM_001350532,35.18104319665,25.23885624535,5.73632923485,30.0224122633,17.9078872482,4.60516520658,19.7170470903,12.22804068375,3.038064469955,34.70416009045,25.20467083005,5.38047571258,42.52508888325,29.898360411,5.64596293734
NM_001350531,2.752977950825,4.40006232082,2.872648161865,3.377368179515,4.83466935559,2.058697395345,2.05181978967,3.578105910085,1.49653374312,3.036228404965,6.88919999264,3.07760076364,3.74074759455,6.787929992085,2.690792026505
NM_001350530,29.0131660558,32.7915902918,26.3481917628,16.00317907675,19.128037495,13.88337109615,30.2186984882,34.24332675005,23.7482790556,32.1608724123,40.6460961257,32.25143078245,44.6506482842,54.2308174687,29.20026119255
NM_014177,13.91578116075,45.2504601974,18.27610185615,9.59275032061,20.91315944165,8.662874345815,8.0292686716,24.23609083215,11.02659687186,13.9653869858,36.59359145285,14.62501594289,13.68501129235,37.17797583915,11.44386000775
NM_020992,189.7598520235,64.017749208,8.926431965885,23.4434986792,14.8857911829,0.9175030187175,141.91908615435,44.11470038495,4.928128737765,191.5324449085,62.8950192587,6.94329896229,178.884980484,57.73796273145,8.49236655489
NM_005802,14.79799810385,19.24863069795,25.7153532884,18.4333010846,19.4748904742,26.7482324379,12.6420436187,15.6540583771,16.2252390634,15.59176909305,22.9699043067,26.04705862435,18.29860616805,27.17691266165,24.68301945085
NM_005258,28.6211713392,68.93364045115,44.196127425,21.08584958255,28.3260019203,28.10163689065,31.62372191505,75.0222782458,39.37582149875,35.35484915805,56.63295154325,38.3167589737,23.62016409995,50.9695725739,32.9646751207
NM_003824,61.68225376895,53.6353608517,33.2021588481,28.31957484715,17.95123779425,15.54450063145,37.67555009345,28.84384834615,19.8364340118,52.9176676317,45.56768171745,28.70392344955,51.75622060995,45.82738422185,30.010072452
NM_003825,231.0318468965,162.621050511,117.2272230825,72.8608951153,41.64819240355,26.68578324085,146.792916627,88.5388930702,60.75815184855,224.2155387905,148.844581475,94.01556481025,236.6721866005,159.2172059155,97.36153210935
NM_003826,22.07823864065,31.2192029093,54.30267374835,13.7472046718,14.6105002227,30.03813936365,18.7346378809,22.7020593643,35.3549035706,21.69867345085,31.8240734898,55.00512367825,26.89675584155,36.0567795258,52.2327693481
NM_003827,193.662355636,204.857737249,403.2837539285,41.07246408485,55.5573068808,83.6481323016,123.6253622105,126.8562529345,263.8402399375,170.7663170505,178.2421775,351.526892547,155.87603724,175.824060432,336.790075216
NM_003820,7.59461025822,3.409907605965,3.757910278965,22.12911413905,5.839996375875,10.65313782345,7.567641245025,1.8619342506645,2.30286504227,8.330143008515,1.972220025625,3.13770550247,6.842172252535,2.04087936912,3.849804395885
NM_003821,13.6025076544,8.52557928912,8.225607569375,10.765461839245,6.76628182414,5.530355467935,9.435253886915,4.59743628996,4.51923684291,13.1575573141,8.79209787014,8.14673672138,14.1883560531,8.74712315328,9.49094522661
NM_003795,222.196688704,298.921957668,456.2065645275,77.4453459149,60.87909263835,106.7841169313,129.5489331715,124.917589563,206.959259611,196.2533822355,214.598909327,371.280871356,210.9116419915,227.552435074,357.2188824025
NM_012181,154.5261878315,156.6600302575,288.2497578895,95.03622902675,75.2740483797,323.1982380285,126.5181024915,110.91687527165,219.460004083,142.1453674365,133.2741766025,253.9105283815,129.205567782,123.971036559,249.072006509
NM_012180,9.48182768296,11.01065741665,28.3652417489,8.92598760647,6.72337868587,15.1144824216,6.95053506489,6.581484688655,15.7330053164,10.066592978885,13.730091489245,26.7273419227,11.4541047929,12.553215851675,23.62146193215
NM_001018088,29.0295559552,15.65553611915,7.62241159824,28.0264017057,18.07765076535,11.24129660785,17.3480061374,9.52671307394,4.12574735216,30.7717871704,19.9367163011,8.094910624295,36.6394360509,23.16246573015,8.2324413462
NM_001025780,64.05620022845,18.5252139951,11.102449385365,30.2697024564,11.355594691785,5.321388115655,40.3946587163,11.715170801175,4.42740788921,63.4039205532,23.93455902395,11.6433550066,77.7140935064,26.2506652353,11.7880609685
NM_001300829,96.09091980015,93.07446621705,117.502468422,38.7027326709,23.44548829955,30.99942867765,74.34987192715,65.39065706925,77.4843962545,81.81008497345,75.44991295995,90.7533613916,88.974933991,79.61192452185,92.09088456605
NM_001688,124.498568366,203.870609373,103.85104538045,55.5633682379,63.77498038385,30.91755272835,73.0661676265,101.85883082455,45.2340019946,127.48239903,187.464429243,95.8178686554,144.034868826,226.617468128,87.589661547
NM_014171,39.0944566008,50.6218823729,80.2422886525,9.268317538,12.4487244994,16.36510610325,28.06069436505,24.98408928285,54.63215126655,43.2820378147,49.78772898475,96.3126513104,50.89823387245,65.8508842621,78.65215814935
NM_001867,284.471203878,568.2719651975,264.11173662,62.36219627585,70.67782943985,31.26893962195,203.027324582,231.0571106145,110.07429963925,268.252705277,382.460022051,219.3375836645,261.4956452595,408.8734662355,184.513965119
NM_144643,9.99488440549,11.14003474124,8.4108085325,10.3513783896,8.01673865523,9.962433258545,6.48484601709,5.48899657593,5.75267281129,10.12354512894,10.400537329385,10.2294244273,13.40535669465,13.0870093542,8.967356114215
NM_000159,31.3743726618,73.55252930355,51.78447261905,11.54529878707,23.625314027,25.28413789865,19.84931343825,48.64985724795,28.79553148375,24.66021557265,70.82764791855,45.12808123265,22.827390725,67.3945567043,42.29649431675
NM_000158,53.3618620732,39.8579859676,7.93529584023,22.99217401675,16.58611818495,3.910362944715,29.2520010465,21.60487714,3.89932950807,51.446965359,47.03466654965,8.21436153022,62.1951419924,52.15062368775,7.57215511515
NM_021021,40.8274171636,23.5680091319,20.5471009332,26.9170853791,15.6859002948,13.632746303625,30.31640442545,17.67647206015,14.08353575379,36.47552329655,19.86587307815,18.65688998925,36.16713732755,19.8158823937,19.33899656446
NM_001143679,123.997610566,92.4845357786,35.6276674542,54.03972225245,34.77639961205,12.3211021336,64.98278797575,42.8118832621,18.6662525348,100.00435617575,68.02307462355,28.12386423425,107.299616068,69.3110806166,30.63255760795
NM_001297658,14.6298683257,17.3622942794,13.69825517995,17.53557146085,15.80076923415,20.150163813,13.03649178345,13.8093372766,10.07579151546,12.4757025851,14.31292320735,9.13243251977,11.1491798182,12.3445698641,9.420287215535
NM_001286495,4.266434889925,2.434954960925,3.68221442821,5.5168681931,4.419891514645,7.97008909857,3.10255563042,1.44370048293,1.85458926391,4.96593520243,2.59888634481,3.53692387206,5.12737124311,3.4451878014,3.56161643916
NM_023009,41.25459617565,40.7346426432,11.99360160075,9.351705578485,9.91742358687,9.029555282625,75.9042088691,63.14665631105,13.8850707995,50.96068750505,44.17718027775,11.66997092105,47.24638048,54.4046509744,7.686694654835
NM_173531,6.777996011535,11.30820312275,4.91865115682,4.592051977105,5.449364194445,2.391374176605,3.57723222627,5.46414499852,2.42099480799,7.949677859205,11.2683056944,5.1946543973,8.93775707474,12.69079272095,4.274549857945
NM_001286499,2.953571910585,5.13004355762,4.23098369822,5.83845944388,8.64649730086,11.86475630925,2.89230816275,3.8089976148,2.638092105745,2.6192229492,4.7758861611,3.97086081246,2.608472540655,3.76483023697,4.41822389693
NM_001297656,74.72339487525,108.978368363,122.8389136685,33.2247695049,42.7611845737,63.2000198369,48.02059007975,76.3304962267,74.2204618616,67.9510640044,123.6482491445,123.9885881615,70.0582268587,125.7837757625,122.043040296
NM_006885,2.207441481065,2.948401133365,3.7433936886775,0.441854594366,0.4630511886065,0.181043456551,2.873777797805,6.173285918505,4.9474978165405,2.467367068145,2.246252842925,1.23090839467,1.801226610855,0.9508139018895,3.54864146073
NM_001319119,25.32154770225,44.158237411,16.25023042065,14.00419574235,20.6250439999,7.99970597982,16.62355012725,25.0113640403,6.602824086785,21.3163695184,40.08250771245,15.10967671505,20.98187431655,39.5043055066,13.96050591545
NM_001193653,103.9519877434,59.9991715408,39.3924344703,31.82622650665,17.11596237585,9.386163312965,73.79338217365,42.1699760049,23.90827219025,85.88424114005,45.3794421891,27.96635909325,83.3255861514,46.55609688945,27.74569765985
NM_182976,27.6015839658,30.59608696195,34.96563742575,8.938391976295,11.024770350505,13.5991219211,17.93682084525,21.8395797311,20.70914739245,26.9989636531,34.7422045519,38.3717211948,30.77869997155,38.76577568745,35.26752780695
NM_003355,61.6006579414,100.24341360395,292.301854912,21.2935082815,106.21467659115,152.441806159,40.3814541379,64.89297405045,156.70124435,51.8587940333,86.4687557907,245.91887122,49.713868702,80.19626654105,244.5123080245
NM_001002030,63.56589546715,82.4627287647,26.7938071981,22.0324718339,22.18555812635,6.949254015975,41.886892062,50.90609179495,16.7510570116,60.6141997455,89.7207026415,28.81238224305,67.7240564827,90.6950776552,28.47967257195
NM_001170704,33.45875991655,36.19333018655,42.562608854,13.1731004165,16.67572419475,24.35471136085,24.64259936765,20.190854298,19.0063405035,35.57921762115,39.3061625483,38.6611679919,36.8846684076,37.1657811681,40.09784610535
NM_003358,9.56646168095,51.5173604616,48.1798913807,5.095129703845,19.58886709685,16.64383852015,4.38085029203,22.705824281,20.5964274697,8.92544514657,48.20977912175,43.8805650219,9.675994955075,51.96770056645,36.88269908315
NM_001002034,4.01005419941,5.513189422155,3.761530935495,2.853445650945,2.53074967924,2.54486219897,3.549506968285,3.75180102514,2.515437200015,3.41930036385,4.550010877725,2.91285353674,2.53184658123,4.423154859265,3.280330931665
NM_004813,23.8679975001,38.91738913475,29.93153572135,17.6837632698,19.38764176705,16.10560447685,13.8844278555,20.09575493025,12.6471570889,20.4756693346,31.32790992935,19.3110253065,16.5981176328,26.6253229546,18.69988192015
NM_004814,74.3507345451,103.9114195636,46.7201640176,34.9312057023,44.7547492689,23.101882403,41.9851256553,56.517964116,22.6456840812,67.85671599005,108.77987212895,48.2533895181,78.1280620702,120.7522221,44.4002155557
NM_020199,61.8360186486,49.315508393,37.0120662194,16.29086773215,11.4731459811,9.36210804911,40.78409950205,29.6003994051,16.73238873165,63.23571161995,43.71222022535,36.3529165433,69.44200195605,51.1095130081,30.54594898955
NM_004817,58.56184813085,16.2186977006,16.71856711695,23.4303812688,8.53148417066,11.08370252319,39.3353081891,11.29989378995,9.823539983335,54.5317740588,18.2925206091,17.12007670955,55.84441601315,18.91916807825,17.1483422068
NM_004818,37.35073862115,43.51752180555,22.2082847243,27.3387591807,26.85691137535,18.37270521325,25.2153811158,31.454714651,15.4005067129,33.07380456255,46.41360940655,21.5879476995,34.7290653664,44.6358613894,20.20095447775
NM_020196,45.2265347666,64.06230780675,34.06081939215,6.788131943235,19.03377800005,7.54462742376,29.72098654925,41.85752316925,19.5012523358,40.4003821702,65.94804354305,33.024729207,40.7389131776,67.4175810607,32.1959429899
NM_020195,24.089378683,22.2828281602,13.7779761608,11.8810727356,8.41158732409,4.2313808183,25.9934099499,19.40376823235,13.2354348584,22.27714778725,17.62342933605,12.05998474418,20.95951942735,12.09644962468,14.80197859985
NM_014314,6.38391823933,2.95192986752,1.764173848625,5.623997533765,3.04983666807,1.822424557085,4.44318308056,1.89812932548,1.042868223247,6.3523831756,3.73092408655,1.883944163395,7.439035049725,4.31804742172,1.898585734515
NM_020191,55.22320451455,121.765697506,58.4426313036,27.1972224819,38.7607606107,21.110277897,33.0273585086,66.75389066355,32.81742031235,54.1888580155,125.246182232,55.74237895565,57.2779389695,131.0247022085,51.93128971015
NM_005663,31.589080233,41.3792154569,21.13258741815,6.946122258705,10.227914352745,6.23463307026,25.3914064782,34.7365352738,13.22492393765,25.1242178255,39.0633628685,16.0892566552,22.1421071219,31.5641796196,18.41707449095
NM_001303095,12.0679434102,18.2344103844,9.81532858176,5.48389784468,9.81623806883,3.652088448265,11.48385545465,13.81802022825,7.235188918255,13.243649514,15.95261562595,8.560569286275,12.328053283,14.3158658258,9.7849222447
NM_001303096,27.6341723618,56.3158084969,14.6951460495,18.9319139405,32.1571516716,8.78797170637,15.79091702605,35.6785421636,8.19813887971,30.5873043948,74.107175728,16.9215689172,37.6900342229,81.5022295331,14.4632345091
NM_014313,183.6744185675,161.9530800975,162.636568675,41.5175711251,39.8073338171,26.45362003905,123.382401228,95.04771432555,84.95388342535,186.0720451675,160.316952601,146.2960165135,213.408251533,171.4437981155,121.557169206
NM_003689,46.2144275277,62.1187825117,19.96298030855,23.06880888595,20.2619217328,7.89465058481,42.5590538518,47.5297976898,14.4239891621,40.7329777527,54.19844732225,19.62214127375,39.77445381625,46.35941515445,19.50232819765
NM_003680,191.87940717,198.0149749055,161.3423841665,41.02737598725,57.1394003049,36.50691433815,119.320386804,134.57897300205,91.91368756405,175.9363829895,228.6514201995,164.589405345,190.9545270095,243.473354316,148.9477247705
NM_003681,75.7139067989,83.14478807875,39.23342706655,22.80640887625,30.9963950511,12.3199319795,47.765732005,49.7602812081,19.6542987017,60.91200543065,72.7666442474,33.48034927905,64.35619905745,70.612180576,31.7861604894
NM_003682,34.2068588862,7.07810304709,3.499400099705,16.8723340254,6.99310190643,3.108339740675,26.7264662568,5.85264652977,2.294585677995,35.1874996677,7.907210989255,3.78008333945,33.34678335915,8.16804647888,3.75928998728
NM_003684,30.1196367062,22.6697642938,19.9595774168,13.89321102045,9.640113715465,9.65273650945,18.22207115405,16.00200391225,10.13555677421,27.02341939185,23.33148540005,17.74021227715,26.8540272715,22.7776985306,18.17768460655
NM_003685,108.001592978,121.7158589855,48.61736404825,22.1870220888,63.1900937482,21.01889400445,82.33815791455,98.0578063603,33.9191884499,98.04855054965,124.179856724,46.7934769631,94.1251500692,112.97393128155,47.9594826967
NM_006416,31.26487033885,17.5707532109,11.6501137552,13.3527458591,8.292932410135,3.104305605975,16.8565541213,9.38255946354,4.09724128432,33.69966638975,20.2256009002,8.48704764361,36.5373036474,23.43174105615,9.310924268795
NM_006417,10.47317067205,7.604310049595,2.097469225235,9.38761275456,3.763061123815,1.256565360317,9.37356928756,6.037438472515,0.7348468224765,10.524833,10.218656875535,2.7368094374,12.90246631165,10.708030032835,2.082697602915
NM_003172,29.31968856565,41.9126528362,33.18539048865,16.54871976275,16.78564378125,14.1914345487,20.5070975601,26.1194821856,18.4835430107,29.4074731621,37.47574514465,33.1350261228,28.7328860059,37.65259083465,26.9765591506
NM_001324229,4.282580511725,10.798591206365,3.02764470648,3.59738178685,5.80298559363,4.29523683454,2.75313579964,5.69554319137,1.86949439265,3.444210274095,7.028907533225,3.258820412825,3.972163199485,6.793227054725,2.85802883269
NM_006411,51.1798996055,51.66283895765,33.35886135625,9.13999592729,25.2480479365,10.44984859305,29.666147436,27.14491944875,14.01806766675,39.5386063873,38.52240896745,21.4288839648,36.82345332375,29.676551007,26.69347704755
NM_001128844,48.489714625,55.84772900895,16.33097204095,10.09139237942,28.95285520435,6.99005022975,32.7644580713,39.3123807283,9.587204785265,43.55077709885,57.8894594313,13.99812195605,40.897015192,55.20593467485,15.55001797465
NM_001127325,52.29922242245,67.4250609112,34.8222681241,29.6111912879,28.0518377621,14.03023099935,31.68196511375,36.6045949495,17.90892905075,46.87066546455,46.9898549533,27.8290616754,42.16136330165,44.6167405537,29.9634160442
NM_001127322,108.05179365815,171.328187783,159.623652152,10.571571033995,25.0647965431,15.8869963929,63.04631881375,89.7606033151,87.38660843095,96.0794180354,146.138777684,140.280818449,118.468522608,171.4833999705,135.565820284
NM_001098398,165.1588727475,128.162544662,74.86241905485,50.3991852061,45.24454940395,33.7409549802,102.311889746,82.26616716205,37.2624048222,167.105199481,152.5634558535,78.35803932715,175.7238270105,159.9775624495,69.2560617282
NM_001257360,37.63207769785,24.69563856045,3.14425496459,16.1373639355,12.8065153737,1.81227764299,26.17840043035,15.6771631871,2.309482553015,33.3423305932,23.3667190662,3.196997170375,31.8806325857,21.7177624947,3.436068816425
NM_002887,49.46681516635,70.9296138989,24.9290707694,30.9021339906,34.43972001035,12.7127492785,31.0609311573,47.06469735795,15.64871610535,50.16728083705,92.56712048645,28.36580580885,57.96545732435,96.4543107683,25.3390777108
NM_002886,120.042951516,173.320546781,151.8762062915,63.9701078984,75.54978291315,98.37518712155,87.0907466478,94.10926116615,85.72433211975,99.3778603664,122.9026022807,117.210614684,88.97220837365,107.3808082891,122.0660816485
NM_002881,72.7545533348,31.36605452195,7.632091753175,27.3680495272,10.7841629754,1.679703209259,50.8599112204,17.03111308775,4.84518905942,74.92570427385,31.00439611235,6.37090791022,80.63163617615,34.18460055595,4.713788931265
NM_001346791,49.4227631165,91.656135762,39.3331229527,12.2947961921,15.8340453329,6.82128012095,33.9685499272,65.9014468236,18.89259644105,43.99328412605,74.79991953515,32.6443256921,48.6524456497,89.0276974013,27.3081492397
NM_024298,135.3125731025,20.62366903705,10.07398314408,36.14445236425,6.54267477848,3.280134714065,71.70125785935,9.864152149925,4.403273743535,105.64636079375,14.7282227292,6.28645707895,88.52511535785,13.4284787699,7.254178768795
NM_024299,85.9839976643,162.5332687375,122.84634999885,12.96424000825,35.94140383945,27.71885285335,83.44947197605,141.77621551985,164.140809225,58.6818738194,81.831374069,96.27878148055,56.66478514055,68.0901717885,108.3036910986
NM_024292,195.846699605,288.121118092,216.720215659,51.68935856275,46.99281734535,42.41030214145,184.184570869,215.6429592545,176.8522137905,189.953336156,236.5482688155,220.687359382,212.062694809,287.7677291205,193.300194213
NM_024293,42.68287031385,29.13571459065,37.97923763515,41.60814847435,25.4227054113,52.3065705954,33.9684799379,23.53463835875,33.2873135329,35.08957435895,23.2913869954,34.9719832938,35.87883053125,25.28703359385,31.3508467041
NM_024294,48.48344423335,30.86567450725,43.60371301405,22.39184410025,19.6859431864,27.24171854525,30.12358823205,18.47067171345,23.4368086562,41.40571926705,28.08654754935,33.89990358875,39.1061535779,26.07717218965,29.4508453297
NM_002014,76.53999035105,133.19227866215,30.53572925655,27.13284863795,41.5119055175,9.214564833275,47.38269298545,85.18159303995,16.5896178144,71.49791592325,139.1813079945,28.6425883237,72.1883475671,137.4904230125,29.73869644165
NM_024297,37.7706426043,27.8772900289,17.5084285672,26.09077206035,14.28296432075,18.37846640505,31.357563578,23.1856446001,12.79355476685,37.448026668,23.04531862805,17.5902747856,32.8956323612,23.40833790965,14.3678847431
NM_032505,5.60990556519,16.1083189905,16.92389644695,5.43599541603,12.17382255075,13.62922603275,3.89135724967,11.53511882245,12.1585267775,5.452804497595,16.5218671153,19.56024320705,6.28621858156,19.34417626565,17.7305778771
NM_032501,56.7559893464,201.036205257,70.16425100285,19.46074549115,71.0462686403,23.471793226,42.5478826532,136.104499356,41.61248836705,50.41755978715,175.2152882335,61.35486917265,50.4618308235,172.4131120855,57.26253769205
NM_001469,128.268583702,181.747091608,73.88585144225,52.54226472,64.12403182245,30.5035791347,80.6002624014,118.6236348815,44.7146362758,117.1592045695,197.3082974465,73.7456160828,116.4276035185,189.3375985785,68.32491597565
NM_004104,215.0644136655,135.0435893721,16.609853345,16.93263087675,37.95572095515,2.44685680224,128.818560339,71.77525724745,8.263670943185,172.0875408205,111.1989753359,11.892313279685,145.7277379035,99.5080425756,13.7120876475
NM_001077268,11.7149139304,10.191972459065,4.244644530715,7.794912999425,6.27733583413,3.260288706865,10.36560455251,8.20019811709,3.970681096835,10.51966143615,7.70698258122,4.171517246865,8.956767794535,7.17729701564,4.8870260827
NM_001303115,96.27933745875,157.4844508122,115.2430519455,38.9870557941,40.9187145156,31.4286416518,57.2834197133,89.3882280211,59.15143411455,88.63405366105,158.861401385,117.0592864185,84.54236529455,160.775633037,106.940612212
NM_002087,624.585480197,202.369907975,135.293626751,52.5885853586,26.9578791228,17.61127684525,308.093511826,90.90630581745,59.57059860875,444.9124707295,135.9449468695,83.79405911415,416.1587189985,122.249710888,102.35809322525
NM_002086,278.3740557335,119.6816061155,78.2526355793,70.9612419717,30.91837500835,19.27621702675,157.901717794,64.2906153567,38.5888676096,250.5690369935,106.1023532144,65.94658544905,268.338497622,128.1026426375,65.3426800116
NM_002080,58.7345588046,161.2587969365,46.7612385518,9.315737640325,29.8941264042,6.497437509315,31.6219490461,74.75115104015,20.48543115855,50.9127565206,147.95396786,40.49927351255,53.97883339335,159.6752220425,36.9122920021
NM_001104595,7.99538043569,29.9613807507,24.50105030265,6.522308124695,23.05407293155,13.9137547955,5.98032971758,19.55383236575,11.64155257315,7.28804748314,29.81282735835,19.68565515135,8.31841231442,33.03095881945,16.73821776215
NM_001329684,29.70840641205,53.59901916215,39.3998019969,13.9949308851,16.3408498808,12.2350142184,24.5127332078,36.8859071002,23.56749602985,29.4611934961,50.9018900653,33.0370082449,29.5387185464,49.63307836185,35.6988738113
NM_001288726,16.15062069045,28.10309941465,15.7288981341,9.873665855565,11.363314927,7.60819097166,14.8179308395,21.70175499025,12.2139427229,19.1199783871,34.7340642744,18.02057197495,20.22772187285,38.31646978795,16.96868476725
NM_014008,25.63719836185,17.14071390075,4.046580434255,11.06514305665,8.71227267628,2.37241846552,16.2743867288,10.88028498397,2.67346766223,21.744536608,16.3569146403,4.458203349445,20.1598662106,15.9147132765,3.40403665826
NM_014007,8.51087929299,6.037387550225,9.462831340275,5.639678638485,5.40686691201,7.443649529255,6.52793547002,4.399279234205,6.509191993335,8.24938315654,5.74823928411,9.68403514152,7.59441940198,6.066991009845,8.717210557435
NM_014003,25.2157980832,24.76230309495,13.8377202464,13.9333540607,16.55908790775,10.093120764265,17.8622248495,17.50186965325,7.69934898361,24.46453970825,26.96216039,13.42241981198,22.6361628107,26.55505367475,12.7826257268
NM_014000,322.445889289,34.1837631601,45.33682782965,102.77936302255,13.9547172633,26.01088459565,211.852767861,22.4122884092,27.7796021913,314.692338792,34.71392382435,46.18799252955,308.135097276,36.7212377664,42.4402382388
NM_018230,34.38430275845,56.37627729355,17.08034076895,21.4648786676,30.7583225273,14.1118151105,21.9921182169,37.55250896365,10.687245394435,34.5052131342,73.019860916,21.29017403715,38.9311855587,73.9029139825,18.6001772357
NM_015352,31.91892979725,58.5490204176,17.94235935395,11.757443081475,21.4706570831,6.976335101175,17.15193808685,26.5707048904,9.128423051555,25.84144417985,47.31355949945,14.53078760635,26.1513804607,43.50108412805,12.5936696926
NM_015355,31.02874938495,43.70161119105,36.75641144635,25.4690874703,33.909933334,29.3633407839,21.49670564875,31.381828234,23.6255897068,33.2449307944,49.2729016473,37.44868591875,39.80079501395,57.0071273106,35.54484128555
NM_015354,40.58335571595,54.016664521,20.60709530285,12.35833050335,30.36447875435,12.15376806305,24.6471884169,34.21258642545,10.74902343375,39.6628200972,63.8110996046,21.1712927416,41.77716111125,62.74371637065,22.9255839228
NM_005006,108.9662606815,177.3163363415,98.11218087625,45.17941544285,54.35176590085,37.7666068674,73.2434200075,108.68249414575,57.345413012,111.238337352,189.056032509,105.1184618945,124.63371411,219.321651721,90.84537804465
NM_005642,79.22306916135,41.1540566487,67.08647744765,31.00594082195,21.92585362525,25.1251652343,53.2211155163,30.0801255685,47.5439443822,78.19502652855,46.001609634,78.7107368632,91.66308906365,59.4036822373,68.2570169492
NM_018238,21.51432038735,27.3478525003,6.96863063609,7.41712292878,8.24231822775,2.16268519332,13.42030940135,17.9015298918,4.612554278125,22.71006453995,29.93870904025,7.25469230189,21.21061853425,29.0864325276,4.997025204495
NM_006532,21.6039557564,18.7144208402,16.3263804087,7.68002301556,8.746995744065,6.938741976625,14.72748739085,13.59020000055,7.08857033852,19.3138834788,17.8903135474,12.91535142985,17.4838143714,17.2387192871,11.99511264845
NM_000333,9.68012485068,8.86351362597,7.36037885154,7.349827491965,7.67311021597,6.115161176885,8.93689523799,5.58737112264,4.57128379521,9.439811205,6.320320826155,6.365885999985,10.580128635475,6.22580963466,6.60064300997
