,AccNum,Gene,TElogFC,RNAlogFC
103,NM_002087,GRN,0.482571928800225,0.0941168010344445
104,NM_002086,GRB2,-0.17761792655427802,0.0256414271886322
105,NM_002080,GOT2,-0.177370002437988,-1.48872541555668
106,NM_001104595,FAM118A,-0.527934415092618,-0.030145566499263997
107,NM_001329684,OARD1,0.13173234126987401,0.28050911298862297
108,NM_001288726,ELP4,-0.18975746894991602,0.117157643487579
109,NM_014008,CCDC22,0.006061183414324271,-1.1657844550872198
110,NM_014007,ZBTB43,0.0585338721591871,1.16337876186302
111,NM_014003,DHX38,-0.048328956469089995,-0.00564345530003375
112,NM_014000,VCL,-0.0523266115797829,1.6128356115788098
113,NM_018230,NUP133,-0.0978246006491598,-0.421357931358049
114,NM_015352,POFUT1,0.0718985775244646,-0.914491541235367
115,NM_015355,SUZ12,-0.261043816242092,0.4903063849633929
116,NM_015354,NUP188,0.095053523908661,-0.61198741656711
117,NM_005006,NDUFS1,-0.248595786722285,0.175529526898462
118,NM_005642,TAF7,-0.32589069336168197,0.889334841324629
119,NM_018238,AGK,-0.34805875248413803,-1.23421977239011
120,NM_006532,ELL,-0.155671103269344,0.375336229894619
121,NM_000333,ATXN7,0.536461585619705,0.3762038748609579
122,NM_002229,JUNB,0.399664242981456,2.39470593719598
123,NM_133372,FNIP1,-0.43356722103221296,1.03010376594017
124,NM_001009954,ERCC6L,-0.299879606148317,-0.102624342805446
125,NM_001080495,TNRC18,0.496287286379259,-1.2129229279916
126,NM_002221,ITPKB,0.407073075452193,0.6533719278650589
127,NM_002556,OSBP,-0.0472122994394312,-0.412279089310377
128,NM_001317946,SMARCB1,0.0353773237568762,-1.72225509837369
129,NM_001039469,MARK2,-0.22271488575001103,-0.48220979861305496
130,NM_001039465,SRSF5,-0.146220237407198,0.22292904148817896
131,NM_000487,ARSA,0.395230230080515,0.6108845179340799
132,NM_001291978,NOP14,-0.200984553229663,-1.45066073600471
133,NM_005687,FARSB,-0.267543465873293,-0.7943253418508219
134,NM_001348913,DYNC2LI1,-0.0775176526050316,-1.02111747761362
135,NM_005680,TAF1B,-0.451459027293968,-0.497406189675906
136,NM_001318966,EIF2B4,-0.16260230126044,-0.371807048895904
137,NM_033109,PNPT1,-0.0923666437214475,-1.31340305129791
138,NM_001130009,GEN1,-0.35064060252471,0.6523030408583901
139,NM_000484,APP,0.155396797277029,-1.65696680007326
140,NM_018050,MANSC1,0.0836604551721828,-0.19281724343635
141,NM_018052,VAC14,0.12480418407236099,-1.18766517333719
142,NM_001177701,IFT27,0.19908235355513398,-0.40595260992437293
143,NM_033104,STON2,0.0169152802873532,-1.74056164328127
144,NM_033107,GTPBP10,0.0606147520316741,-0.26580799459168303
145,NM_002592,PCNA,-0.17174913102166803,0.515595721506733
146,NM_001206651,SH3GLB1,-0.23181620627092397,-0.30265006172382697
147,NM_001349205,LPIN1,0.22362861682386997,-0.7043670033210759
148,NM_004586,RPS6KA3,-0.30845075073496697,-0.179676979463927
149,NM_001287045,SH3GLB2,0.0526913824300943,0.795686001083572
150,NM_005641,TAF6,0.426730374389114,-0.33107734726926596
151,NM_013237,PRELID1,0.566848640272934,-0.981192613638496
152,NM_001353366,NOM1,0.10535661214553399,-0.9358645695493509
153,NM_016034,MRPS2,-0.0109673742397263,-1.39389464119465
154,NM_001300813,SEC24B,-0.27734947122405795,-0.0670419201919442
155,NM_001012968,SPIN4,-0.25452520988281896,-0.21771812405530602
156,NM_001256182,ANKRD11,0.155171821679089,-0.344558714919953
157,NM_004322,BAD,0.53868798403321,1.36452985944583
158,NM_001142353,PPP3CB,-0.17317462952885698,0.814055627570853
159,NM_018292,QRSL1,-0.10873267001487,-0.662317737521364
160,NM_033360,KRAS,-0.0454999970660131,0.21443517945232604
161,NM_134442,CREB1,-0.23702345562795396,1.11663098117152
162,NM_079834,SCAMP4,-0.0899097918625835,-1.4964415490338898
163,NM_001270399,TUBA1A,0.23319737887465303,0.565382481542293
164,NM_000138,FBN1,-0.10619767388397601,-1.08114904416436
165,NM_005647,TBL1X,-0.0897502281584593,-1.12116409737551
166,NM_014911,AAK1,-0.0265970020161421,-0.242335364423706
167,NM_014913,ADNP2,-0.0275419690177022,-0.0876552856958266
168,NM_014915,ANKRD26,-0.24122458160121102,-1.08924706708141
169,NM_014916,LMTK2,-0.181399522288385,0.6925820465448921
170,NM_001323949,MBD1,0.161353371391518,0.727097999102657
171,NM_005022,PFN1,0.8630858279316609,-0.623480734751539
172,NM_005023,PGGT1B,0.0263946418966945,-0.602959516803819
173,NM_005021,ENPP3,0.19133639219390802,-0.461139830540016
174,NM_005027,PIK3R2,0.40048603959977397,0.7134185917637821
175,NM_005025,SERPINI1,-0.30180436807046895,1.39260636416785
176,NM_001005333,MAGED1,0.18687248034339005,-2.63586036089124
177,NM_004328,BCS1L,0.457892101233992,-1.2908058290908302
178,NM_001005339,RGS10,0.0193590310719119,1.02036120404908
179,NM_177401,MIDN,0.0134756854770847,-0.33393599729275897
180,NM_022778,CEP85,-0.105349916904739,0.531942858564892
181,NM_001287435,CEBPA,0.41883297490921506,-0.22889904527817603
182,NM_020899,ZBTB4,0.578767968865058,-0.12287803014528999
183,NM_014371,AKAP8L,0.00228642836320164,2.2872263534447996
184,NM_001002814,RAB11FIP1,0.0306984357140287,-0.508623215434162
185,NM_022917,NOL6,0.13553886917362098,-1.36244121856032
186,NM_001316951,GPALPP1,0.11981048911639301,-0.76423859816842
187,NM_001171623,VEGFA,-0.386208584983706,0.14335593461886198
188,NM_001859,SLC31A1,-0.117979901329055,-0.521517992986232
189,NM_001354609,BRAF,-0.114408363749277,0.48850662159115293
190,NM_001204517,KIFAP3,-0.27409748514646104,0.0285856296559506
191,NM_153261,CNEP1R1,0.596045322779956,0.00404574610771731
192,NM_001350984,ZSCAN25,-0.0696957205056569,0.39157840026676094
193,NM_004318,ASPH,0.174448905521251,-1.28953881482925
194,NM_001300970,ZNF566,-0.267318022515665,-0.8553295948044058
195,NM_032038,SPNS1,0.440061056083653,0.0370269192056601
196,NM_004642,CDK2AP1,0.9672824200776391,-1.8181889040877899
197,NM_001330761,ZDHHC3,0.8912144264514409,0.897752853776886
198,NM_001330765,DEDD,0.41396252149623997,0.798331791355225
199,NM_001201475,C18orf21,0.44189717590677596,-0.275907601357601
200,NM_001001548,CD36,-0.178654427274823,0.649079057309086
201,NM_001348341,SDCBP,-0.0730079251581011,0.7700990974183901
202,NM_022904,RASAL3,-0.12050566126958,-1.5604673416691002
203,NM_022902,SLC30A5,-0.13541407144120401,-0.6671930986208721
204,NM_022903,CCDC71,-0.0960376569667881,-0.32349433781934006
205,NM_016183,MRTO4,0.20384230091130498,-1.7268940392185
206,NM_022908,NT5DC2,0.134928565312206,-1.942110615434
207,NM_022909,CENPH,-0.16362073349144002,-0.11218414400570098
208,NM_017858,TIPIN,-0.0119185005802925,-0.783710674444396
209,NM_001686,ATP5F1B,-0.0534929863232752,-0.0879053857890183
210,NM_017854,TMEM160,0.34799406933425897,-0.501613551738074
211,NM_017856,GEMIN8,-0.10790458225972802,-0.6271640058342579
212,NM_001687,ATP5F1D,0.21456828393740804,-0.20577658749964398
213,NM_182931,KMT2E,-0.13958359660004002,0.704228538448968
214,NM_001351277,LARP4B,0.0967399001753766,-0.46883988580186503
215,NM_001353259,FAM49B,0.0213831783909386,-1.24792466774806
216,NM_016329,SFMBT1,-0.186852975112689,0.583217192371743
217,NM_016320,NUP98,-0.238180904466519,0.368647388029674
218,NM_016451,COPB1,-0.34272915090044903,0.157039400035488
219,NM_016322,RAB14,-0.387824938616424,-0.643081165420475
220,NM_016457,PRKD2,-0.0207056595166524,0.270159129619642
221,NM_017777,MKS1,0.22006703570964803,-1.15692759538295
222,NM_015987,HEBP1,-0.0771223052167965,-0.5704421024756489
223,NM_017588,WDR5,0.0178921396920988,-0.777054717639605
224,NM_017582,UBE2Q1,0.246839863321722,0.540900857100989
225,NM_017583,TRIM44,0.446013010933935,-1.24132655248668
226,NM_017580,ZRANB1,-0.105073681330253,1.46897991368397
227,NM_000155,GALT,-0.0251747040049561,-0.15180020362626503
228,NM_000154,GALK1,0.218920126511622,-1.31845932563097
229,NM_001161581,POC1A,-0.14128394982676298,-0.265588618842996
230,NM_001287603,ZBTB17,-0.37212871055191293,0.195131635122735
231,NM_001303405,CWF19L1,-0.0854748894075294,-0.500846261791907
232,NM_024037,AUNIP,0.330734594920796,0.12912965543848598
233,NM_024031,PRR14,0.33893040631411503,-0.48238237094755604
234,NM_001352650,PCM1,-0.43893960261231496,0.607325279000003
235,NM_000153,GALC,-0.0619470812689799,-0.512017081953873
236,NM_000152,GAA,0.38686339217217497,-1.35927736949961
237,NM_001293237,MED15,0.13436754259029,-0.8423170725628031
238,NM_006640,SEPT9,0.34419936500729603,-2.04764846825261
239,NM_006644,HSPH1,-0.27211347143946,-0.683414170282194
240,NM_006649,UTP14A,0.35293830265660703,-1.1688637376549
241,NM_001317395,KCTD10,0.00189324899300241,-0.480704981535231
242,NM_001351580,ODF2,-0.12284086891283,0.46289567121332104
243,NM_002940,ABCE1,-0.30279423256085397,-1.34671009639079
244,NM_001166304,PIGX,0.334391153720536,-0.891800611816341
245,NM_138802,ZFAND2B,-0.155098304828055,1.38196363002695
246,NM_002947,RPA3,0.0181690446880487,0.00933451093639469
247,NM_001184783,VDAC2,0.8107387642626059,-0.7749909688040391
248,NM_001292018,CYTH1,-0.155183303434839,-0.206631984774008
249,NM_031420,MRPL9,0.16796432610293002,-0.26451669004046896
250,NM_138809,CMBL,-0.0872872797760855,-2.83279646752021
251,NM_177983,PPM1G,-0.113716421417934,-0.177479779395721
252,NM_001080543,CACTIN,0.520460072979546,-0.0534444548835908
253,NM_001080547,SPI1,0.9999216192893821,-1.4230024972906201
254,NM_139015,SPPL3,0.48309814109606897,-0.161983855568251
255,NM_001320410,ATP23,-0.310395051420576,-0.434513953671498
256,NM_001320417,MITD1,-0.632525082262367,-0.32683198412028597
257,NM_001320415,MAX,1.09610943847054,0.8414253328884621
258,NM_001123355,PPP6C,-0.529693675853703,0.0275446481733367
259,NM_021821,MRPS35,-0.110780990442157,-1.4785379804668501
260,NM_003249,THOP1,0.23238585481517499,-0.7770726839817679
261,NM_021823,PPCDC,0.151453883807782,0.313396146725955
262,NM_021824,NIF3L1,-0.131092755878174,-0.0940064698832994
263,NM_001321532,USPL1,0.079614193215893,-0.5982722874858871
264,NM_078469,BCCIP,0.0157568551508997,-0.555684048360813
265,NM_145858,CRYZL1,-0.6601354325210049,-0.733458037795146
266,NM_003546,HIST1H4L,0.121829727102818,1.44229309779783
267,NM_003545,HIST1H4E,-0.057202744389193996,1.78108045673975
268,NM_003544,HIST1H4B,0.190012829953715,1.8257771087564998
269,NM_003543,HIST1H4H,0.187276799506081,1.79891301038037
270,NM_003542,HIST1H4C,0.19714365888283997,1.7841921958637899
271,NM_003540,HIST1H4F,-0.0304854895783276,1.90612545579088
272,NM_024613,PLEKHF2,-0.31986278631141496,1.09692380907297
273,NM_001260491,SLC9A8,-0.145465034719616,0.165867195425839
274,NM_001318872,FARS2,0.0449697948466711,-0.40597836357436606
275,NM_014748,SNX17,-0.1286387033137,0.0738062598358887
276,NM_014216,ITPK1,-0.231339977362002,0.0168885896985795
277,NM_014743,KIAA0232,-0.211985336730222,2.9112443658546603
278,NM_014742,TM9SF4,-0.0210456634882936,-0.936359519535553
279,NM_005236,ERCC4,-0.18906265052734197,-0.203803366224603
280,NM_152464,TMEM199,0.43657353613870203,0.448133618396244
281,NM_005231,CTTN,0.155083045155988,0.749787778830716
282,NM_032194,RPF2,-0.486915129027432,-1.53590576767818
283,NM_152468,TMC8,0.552846610860347,-0.973454022950197
284,NM_018846,KLHL7,-0.45971699196215704,1.43565523531305
285,NM_001319652,OSBPL8,-0.275032301627323,-0.20531049631448298
286,NM_001319658,DUSP23,0.8083937805067479,-0.473778426049998
287,NM_001314026,YBEY,0.0474394505576281,0.556350754108937
288,NM_001330393,VEZF1,-0.20100620914995,0.489739773351576
289,NM_001320875,DPP8,-0.23470797369086102,-0.163926994039466
290,NM_032830,UTP4,-0.164409859566411,-2.4734470145835803
291,NM_015175,NBEAL2,0.00208441268964507,-2.63108562044196
292,NM_001204410,SEC14L1,-0.0471155780428227,2.29608641843333
293,NM_032773,LRCH3,0.284553060428437,-0.00569783723816203
294,NM_015995,KLF13,0.45433883700405603,2.02478923759565
295,NM_032776,JMJD1C,-0.32207177723106106,1.82288240959788
296,NM_001145312,ETV3,-0.27833402717781497,0.511318084292718
297,NM_001679,ATP1B3,-0.12696959139871902,0.6181817260782241
298,NM_015042,ZNF609,-0.027148243697014,-1.53390082086685
299,NM_001352117,VEZT,0.19175247466617898,-0.0308733754398626
300,NM_018195,NKAPD1,-0.359973734780936,-0.0736458262810183
301,NM_001098615,PUS7L,-0.6131023912767739,-1.06264105477496
302,NM_022753,S100PBP,-0.10895578899024799,-0.013955539736756
303,NM_022750,PARP12,-0.34979549745617894,1.5980978621350401
304,NM_022756,MEAF6,0.34520609267997804,0.226779551509987
305,NM_153713,LIX1L,0.22142784511092997,-1.01755613096288
306,NM_001321478,THUMPD2,0.41839321399654406,-0.36542091214434796
307,NM_015168,ZC3H4,0.0543685172659559,-0.46694834925514295
308,NM_015169,RRS1,0.294925704882045,-1.4633640767948797
309,NM_001306147,SEPT11,-0.230861496401351,-0.646348346659918
310,NM_015164,PLEKHM2,0.234444759653177,0.7064185116321
311,NM_001282866,MARCH8,0.151644898635974,3.5921840522727595
312,NM_014616,ATP11B,-0.290174109619135,0.6884311034312659
313,NM_001282860,GON4L,0.0914888510370557,0.20002564140394602
314,NM_019063,EML4,0.111977878371039,-1.3756640523536399
315,NM_001310338,MGME1,-0.0413108768589347,1.1731219284923702
316,NM_014612,FAM120A,-0.0885385122004333,-0.858697821072392
317,NM_001258394,CLPB,0.0770689460915168,-0.160572173094863
318,NM_025099,CTC1,0.0745192663283454,0.0634694212461197
319,NM_005093,CBFA2T2,0.0617898437288877,0.106734008004261
320,NM_001304445,LCLAT1,-0.39185540133189,-0.974028107974652
321,NM_001178138,TFDP2,-0.20203832155027804,1.8929599604949299
322,NM_001290326,USP38,-0.121328657757127,1.51729186297926
323,NM_001278284,ZNF3,-0.0211261767392807,0.396001082027319
324,NM_003350,UBE2V2,0.0318009737489067,-0.202752461638686
325,NM_001281513,HADHB,-0.23143612194580498,0.37218804207840295
326,NM_001336,CTSZ,-0.048165523821692,1.00298150391993
327,NM_001282755,MTA3,-0.15468416930977802,-1.6266206369711
328,NM_001282759,TRA2A,-0.142990565932535,0.229981555525904
329,NM_000317,PTS,-0.361614488305265,0.765691657264462
330,NM_001304999,OXLD1,0.270823868966464,0.741777682717039
331,NM_000311,PRNP,0.036768712777576006,-0.523005703569257
332,NM_000310,PPT1,0.0388689540761783,-1.0249998573352601
333,NM_001258026,TPI1,-0.407451575650881,-0.9141619638485999
334,NM_001350517,TMX3,-0.20158947534769603,-0.636649632044046
335,NM_021224,ZNF462,0.630003523541092,0.5898334910856279
336,NM_001033088,NGRN,-0.14911181448723299,0.970249331506612
337,NM_138782,FCHO2,-0.21696371284572102,2.21612993184949
338,NM_138783,ZNF653,0.409566086385502,2.42910950231859
339,NM_138785,GINM1,-0.33484741409247903,0.658067053039615
340,NM_001270879,MPC1,-0.40714238018434995,0.453299071870081
341,NM_017489,TERF1,-0.18236519878878998,-0.0270355980555472
342,NM_001242597,TMEM147,-0.192525751719804,-0.28712168977548497
343,NM_001321784,FAM208B,-0.419811063754649,0.0661627603245298
344,NM_001286184,SLC25A44,0.274116792710847,-0.288343486008163
345,NM_001303411,RPRD1A,-0.15341847143525,-0.418992353477227
346,NM_003724,JRK,0.0239389667592027,0.235907446248403
347,NM_006275,SRSF6,-0.156194238688524,-0.12570014699591198
348,NM_153498,CAMK1D,-0.37998693913582504,1.94728750339494
349,NM_001330213,STK16,0.21051525241180102,0.826212252517869
350,NM_173515,CNKSR3,-0.40950188322531894,-2.05457093965287
351,NM_173510,CCDC117,-0.015880726052509,1.4639020521296497
352,NM_004781,VAMP3,0.133152564399431,0.48563928638124293
353,NM_004782,SNAP29,0.0314776428671463,0.322426567272873
354,NM_001193388,UNKL,0.159357081093837,1.14858176492645
355,NM_004786,TXNL1,-0.27673899629807897,0.644197240578302
356,NM_004788,UBE4A,0.159738369370833,-0.113322758684304
357,NM_001330372,MPI,0.5638038067078349,-2.0659640116699
358,NM_001317968,ARRDC1,0.5767552605506291,-1.44984679649025
359,NM_001317960,XRN2,-0.33874033737875997,-1.01352715214424
360,NM_001317963,PWP1,-0.548457421796461,-1.03234920639983
361,NM_001304288,RPSA,-0.0343831376221004,-0.22463653094004699
362,NM_001282805,MARCH7,-0.209413914084805,0.335197436215356
363,NM_003370,VASP,0.17129900017042102,-0.263323706275933
364,NM_006253,PRKAB1,-0.07635285482519599,0.9607527031513521
365,NM_139321,ATRN,-0.10348373019643599,-0.9734228638791421
366,NM_006256,PKN2,-0.28930117277548606,0.832275862146745
367,NM_006785,MALT1,-0.200891962281031,0.0806822766835155
368,NM_006782,ZFPL1,0.459598987220812,0.926862297290361
369,NM_001351643,PPP6R2,0.24611716184025897,0.7067165049417301
370,NM_006788,RALBP1,0.0792816811802276,0.39196727748090504
371,NM_004874,BAG4,0.336042054250671,-0.7127481059563109
372,NM_014298,QPRT,0.289462619358482,-1.5476614546093401
373,NM_001320099,CRADD,-0.22838318517845102,1.2450640017596202
374,NM_004870,MPDU1,0.18290234568563699,1.2654269777254499
375,NM_004446,EPRS,-0.4117461208034439,0.36052730601335203
376,NM_002738,PRKCB,-0.15564729622830498,-1.01101477145491
377,NM_020198,CCDC47,-0.24818442520292103,0.15036558660414903
378,NM_001330216,CNP,-0.155261446031082,-0.294484806508464
379,NM_000179,MSH6,-0.21202310933959398,-0.326974389529044
380,NM_001964,EGR1,0.108024234432794,-0.422490932202023
381,NM_001199671,CALU,-0.190695050903675,-0.0852067815281673
382,NM_004819,SYMPK,0.179205401953368,-0.773588855964423
383,NM_018994,FBXO42,-0.10320721067581899,0.9452980214640981
384,NM_015475,FAM98A,-0.00597622237626137,-1.26028737281447
385,NM_003157,NEK4,-0.0290703675896111,0.11202810926981199
386,NM_006432,NPC2,0.227995179425131,0.46318502718814003
387,NM_001160210,SLC25A13,-0.10521066222294699,-1.04460987935028
388,NM_020319,ANKMY2,-0.43306045377433205,-0.359304770233012
389,NM_001197293,DPYSL2,-0.22549158984053103,-0.299841605995394
390,NM_020310,MNT,0.0316984899044842,-0.357795339561211
391,NM_020313,CIAPIN1,-0.4020016527698161,-0.48223886570413393
392,NM_001206710,PRKAG1,-0.25318333029484497,-0.28208997822100396
393,NM_020314,C16orf62,-0.0963516660282696,-0.388246844257957
394,NM_024032,C17orf53,0.49995703085309706,-0.562600692622783
395,NM_001271593,PPME1,-0.409559774488026,2.1653722631697
396,NM_005984,SLC25A1,0.0477627740510704,-0.392138976853193
397,NM_145265,CCDC127,0.0213878119275641,0.464142164283796
398,NM_052897,MBD6,0.387926870932463,0.12089334929967402
399,NM_022782,MPHOSPH9,-0.431595819315812,0.7246953964681899
400,NM_002013,FKBP3,-0.21531726075004298,-0.797647261809631
401,NM_001040446,MTMR12,-0.23905538278711103,0.41634800162789504
402,NM_001040445,ASB1,0.530345766770363,1.1402670097831298
403,NM_031286,SH3BGRL3,0.195758503848151,1.05846872608592
404,NM_013245,VPS4A,0.226225336193302,0.29593235127532597
405,NM_013247,HTRA2,0.27003587592128303,1.85532335216598
406,NM_013248,NXT1,0.8833345079196591,-0.573519034431011
407,NM_005094,SLC27A4,0.265087244697155,-1.30284349390781
408,NM_006549,CAMKK2,0.292046264528237,-0.9297942652789821
409,NM_014028,OSTM1,-0.23238225272298102,1.5285339291272602
410,NM_005760,CEBPZ,-0.434963450591671,-0.5163828106409011
411,NM_018216,PANK4,-0.00836956873079215,0.6395689250916501
412,NM_015375,DSTYK,0.0329398382756051,0.40757694858507904
413,NM_018211,RAVER2,-0.256440609369883,-0.689107627386338
414,NM_018210,NAXD,0.6796097415267109,0.477763149257026
415,NM_001271938,MEGF8,0.7226357670816129,-2.41241265788802
416,NM_005762,TRIM28,0.12716499278378998,-1.14494467049736
417,NM_001166118,NT5C3A,-0.552648933674468,1.73846803033198
418,NM_002209,ITGAL,0.7870628605082409,-1.7637531077500799
419,NM_016323,HERC5,0.0490674839382651,0.497204318684981
420,NM_001282232,PSMA6,-0.45857317784233503,0.158280165785616
421,NM_001134875,TEDC1,0.34642535783355,0.912426786250187
422,NM_152355,ZNF441,-0.530091043405503,0.653294261145705
423,NM_001292003,KLHL8,0.033759478044016,-0.557597119785638
424,NM_001330698,YTHDC1,-0.29249627553560603,1.1690065998236998
425,NM_024419,PGS1,0.14273990599633302,0.0620124525215154
426,NM_001287510,PPCS,0.00404751083806871,-0.546554354294558
427,NM_001318792,TMEM63B,0.0521144542324154,2.22029210802994
428,NM_004041,ARRB1,0.247547497184448,-2.02172267410385
429,NM_001318794,COX4I1,0.0421159641844994,-0.131628879338988
430,NM_002156,HSPD1,-0.271336360983702,-0.6922155325572829
431,NM_001291958,MAP3K4,-0.20258758960919399,-0.251658643946838
